采样时间：2026-05-30 12:25:04
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
3.5543	610.43121	184.02661	-378.73471	
3.55449	794.39679	76.60146	15.44237	
3.55469	977.2027	431.65381	73.79375	
3.55488	1093.96643	664.87622	183.96558	
3.55508	1134.73926	686.66644	270.21088	
3.55527	1043.00061	751.60986	398.81589	
3.55547	849.87946	718.03949	518.38739	
3.55566	697.71417	560.07568	393.38358	
3.55586	489.27274	535.53882	142.4604	
3.55605	232.3069	493.24014	44.74014	
3.55625	108.70693	376.78152	-158.39107	
3.55645	110.90427	222.66304	-345.46951	
3.55664	-33.32621	379.65027	-295.48019	
3.55684	-161.74809	608.17285	-252.38808	
3.55703	176.33595	664.38794	150.33418	
3.55723	466.01764	776.14673	430.43304	
3.55742	518.50946	780.48035	303.47604	
3.55762	694.47919	823.63354	137.82159	
3.55781	649.49493	724.26526	221.80853	
3.55801	477.9809	562.57819	329.96613	
3.5582	339.42685	442.57944	294.80881	
3.5584	88.38161	355.66272	306.40582	
3.55859	-26.67318	266.48761	283.2728	
3.55879	59.20591	58.47346	240.91312	
3.55898	147.70958	54.01776	84.53627	
3.55918	196.96646	203.98572	34.7911	
3.55938	300.24109	423.16965	208.50246	
3.55957	428.8461	440.99246	183.96558	
3.55977	517.716	363.35336	63.66161	
3.55996	564.89758	512.22266	192.14453	
3.56016	666.4632	563.1886	346.32404	
3.56035	718.34467	559.64844	492.87393	
3.56055	656.94141	499.95422	541.33734	
3.56074	484.02356	462.84372	372.44788	
3.56094	176.82425	278.93918	389.96552	
3.56113	256.5386	-332.59073	242.07281	
3.56133	112.12501	-319.2236	-5.49333	
3.56152	-26.5511	134.76974	18.92148	
3.56172	294.50363	180.30336	4.08948	
3.56191	262.70334	218.39046	79.16502	
3.56211	243.23251	265.75519	147.70958	
3.5623	81.30131	301.82806	320.5054	
3.5625	115.9093	357.79901	375.25558	
3.5627	388.98892	421.94891	299.32553	
3.56289	328.01294	434.09528	373.72968	
3.56309	65.43169	410.04669	331.85828	
3.56328	-351.45114	416.39453	437.2692	
3.56348	-654.74408	279.85474	511.67334	
3.56367	-1038.91113	184.02661	499.64905	
3.56387	-1136.38721	23.13303	365.97797	
3.56406	-1046.2356	-26.67318	357.4938	
3.56426	-886.44061	180.60854	527.97021	
3.56445	-463.94238	147.28233	369.76227	
3.56465	-340.09827	49.80621	302.62155	
3.56484	-378.67368	30.76266	195.56261	
3.56504	-279.18332	177.49565	268.50186	
3.56523	-172.97891	150.94455	511.00192	
3.56543	-183.84351	119.63256	606.21967	
3.56562	-325.51044	542.1308	876.73572	
3.56582	-603.10681	594.01227	950.95673	
3.56602	-639.30176	490.73764	912.44238	
3.56621	-1109.59192	393.74982	788.35413	
3.56641	-1355.51013	164.0675	514.72516	
3.5666	-762.96271	196.78336	479.56787	
3.5668	-554.27716	259.71252	517.34979	
3.56699	-380.62686	352.85501	647.23657	
3.56719	-264.04614	355.23544	782.12836	
3.56738	-149.11343	402.41705	789.02557	
3.56758	-101.26041	190.98483	793.35919	
3.56777	-101.26041	-85.32975	768.82227	
3.56797	40.40651	403.02744	829.31	
3.56816	45.89984	652.48572	764.30554	
3.56836	24.41481	685.87299	772.97278	
3.56855	-265.69415	298.2879	717.42914	
3.56875	-442.5184	-364.08582	493.9726	
3.56895	-530.16754	-196.11194	413.95306	
3.56914	-463.63721	28.32118	340.52554	
3.56934	-92.28797	152.22632	383.06833	
3.56953	229.98749	339.36581	249.15311	
3.56973	316.59903	379.83337	172.79581	
3.56992	270.51608	408.64285	439.58862	
3.57012	427.13705	434.76669	536.57642	
3.57031	-29.60295	319.34567	476.63809	
3.57051	155.52232	242.50008	352.12256	
3.5707	873.13458	414.68552	293.89325	
3.5709	520.52368	482.98593	221.56438	
3.57109	199.95728	535.96606	-118.90012	
3.57129	-27.77184	528.6416	-303.29294	
3.57148	-8.48415	170.72054	-569.04816	
3.57168	151.73802	175.54247	-694.41815	
3.57188	212.40883	363.23129	-417.06595	
3.57207	317.63666	245.73503	-398.38861	
3.57227	371.16611	352.85501	-479.3237	
3.57246	544.93848	652.79089	-483.77942	
3.57266	641.8653	902.49335	-163.02988	
3.57285	719.80957	1052.40027	134.40352	
3.57305	751.97607	925.13812	92.95938	
3.57324	701.92572	868.92297	250.19073	
3.57344	552.62915	790.24628	140.32411	
3.57363	301.52289	656.7583	-66.04205	
3.57383	82.21687	488.23511	-197.14957	
3.57402	120.42604	546.34235	-459.12045	
3.57422	231.57445	480.36133	-431.89795	
3.57441	102.60323	487.31955	-314.0965	
3.57461	58.96176	711.63062	-198.61446	
3.5748	360.05737	-580.52307	42.35969	
3.575	616.59595	-210.02838	325.75458	
3.5752	565.14178	1174.77954	390.4538	
3.57539	571.48962	940.03113	535.11157	
3.57559	658.34528	907.01013	570.94025	
3.57578	729.20929	697.95831	709.12811	
3.57598	641.0108	481.52106	723.53284	
3.57617	297.1282	344.67606	301.8891	
3.57637	112.79641	153.81329	336.43604	
3.57656	83.68176	201.60527	331.30893	
3.57676	177.92291	53.04117	373.97382	
3.57695	310.73947	-487.68579	420.23987	
3.57715	15.9917	71.04709	405.591	
3.57734	74.70931	846.70551	472.79276	
3.57754	484.32874	573.44281	426.95395	
3.57773	582.9035	588.15271	365.55072	
3.57793	696.61548	658.46735	217.29179	
3.57812	622.94379	517.04462	269.35635	
3.57832	609.94293	293.3439	528.58057	
3.57852	367.50391	23.43822	784.20361	
3.57871	-18.43318	-13.91644	766.31976	
3.57891	75.56383	-182.13446	666.09698	
3.5791	237.98334	-213.2023	730.67413	
3.5793	527.78711	43.39732	787.80481	
3.57949	515.82385	75.44176	807.09253	
3.57969	253.36467	126.83492	711.02026	
3.57988	317.51459	82.03375	602.37433	
3.58008	513.87067	47.18161	747.52039	
3.58027	654.62201	146.00055	832.42285	
3.58047	584.49048	163.8844	764.73279	
3.58066	635.51746	179.57091	710.8371	
3.58086	702.35297	93.93597	526.1391	
3.58105	452.40637	-13.06192	367.13766	
3.58125	-41.93243	-132.99966	227.11874	
3.58145	-187.99402	-334.36078	-17.39555	
3.58164	14.22163	-390.20966	-83.43761	
3.58184	-47.73095	-322.45856	-133.85419	
3.58203	-20.50844	-27.95495	-114.38338	
3.58223	76.54042	226.38631	236.09119	
3.58242	243.90393	243.11044	401.01321	
3.58262	477.91986	364.8793	394.36017	
3.58281	641.92633	452.58951	511.24606	
3.58301	797.3266	594.0733	609.63776	
3.5832	885.40302	552.87329	611.1637	
3.5834	687.03271	383.3735	587.48132	
3.58359	361.27811	162.96884	430.92136	
3.58379	212.65297	-219.67223	293.58807	
3.58398	37.35466	-276.49768	349.49796	
3.58418	352.54984	-189.70305	172.55165	
3.58438	603.59509	-100.03967	-49.50102	
3.58457	274.91074	200.20142	119.26633	
3.58477	243.72081	480.97171	190.06927	
3.58496	278.38983	629.04755	102.90842	
3.58516	320.68851	711.14233	395.5199	
3.58535	522.96515	717.3681	603.9613	
3.58555	588.15271	708.76184	732.20007	
3.58574	477.0043	746.97101	887.1731	
3.58594	314.40167	737.20514	814.17279	
3.58613	167.85181	485.06119	700.21667	
3.58633	-116.88589	219.91638	599.1394	
3.58652	-271.00436	44.86221	638.56927	
3.58672	-94.11908	72.93924	412.6713	
3.58691	141.72795	168.46217	360.36255	
3.58711	192.0835	263.43576	353.09915	
3.5873	191.16794	350.41351	206.18304	
3.5875	197.14957	222.11371	430.06683	
3.5877	138.24884	299.75281	413.22061	
3.58789	332.77383	390.4538	621.66205	
3.58809	520.0354	257.88141	834.25397	
3.58828	493.24014	124.57655	792.68774	
3.58848	501.84637	272.46924	890.46906	
3.58867	507.21762	436.04846	688.80273	
3.58887	527.66504	433.11868	484.51187	
3.58906	524.06384	381.54242	582.59833	
3.58926	501.90741	226.69148	220.89297	
3.58945	530.77789	202.94809	185.4915	
3.58965	572.52722	303.53711	828.57751	
3.58984	656.02588	482.9249	611.95715	
3.59004	853.60272	551.04224	498.06207	
3.59023	1053.3158	576.98291	833.0943	
3.59043	1132.54187	631.79419	902.49335	
3.59062	1073.2749	605.48724	879.42139	
3.59082	921.04865	577.41022	713.21759	
3.59102	686.4223	450.14801	660.72571	
3.59121	463.45407	211.06601	479.26266	
3.59141	292.06213	110.41597	234.50423	
3.5916	193.91461	63.17331	315.50037	
3.5918	460.34119	-30.45747	473.22	
3.59199	625.32428	116.5807	630.63446	
3.59219	689.77936	335.09323	854.88446	
3.59238	940.94666	421.70477	943.69336	
3.59258	886.92889	503.67749	871.54761	
3.59277	784.69189	465.40726	917.69159	
3.59297	723.77698	354.86923	970.24445	
3.59316	713.88898	295.11398	811.30408	
3.59336	675.4967	160.34425	662.80096	
3.59355	369.6402	40.65065	556.16931	
3.59375	129.58159	-156.01062	390.39276	
3.59395	-194.40291	-286.81296	109.01212	
3.59414	-416.57767	-296.57889	99.73449	
3.59434	-275.21591	-311.22775	64.94339	
3.59453	-53.34636	-101.50456	-142.88766	
3.59473	117.37418	74.15998	26.79525	
3.59492	154.85092	140.01892	260.68912	
3.59512	174.56587	237.18985	419.56848	
3.59531	206.54927	280.52615	249.03104	
3.59551	183.41624	302.56052	220.46571	
3.5957	199.28587	337.16849	346.62924	
3.5959	123.84411	217.9632	242.07281	
3.59609	-62.44087	126.957	165.7155	
3.59629	-178.10602	154.72884	-95.64501	
3.59648	-389.5993	98.39168	-190.9238	
3.59668	-474.74594	92.04382	-428.90714	
3.59688	-362.13263	46.9985	-491.6532	
3.59707	-226.02008	104.98367	-226.69148	
3.59727	-75.62486	342.53976	-390.14862	
3.59746	-11.84118	362.2547	-75.68591	
3.59766	61.70843	482.9249	73.42754	
3.59785	231.20822	754.35651	-328.50125	
3.59805	426.03839	736.83887	-98.14753	
3.59824	404.37024	770.34821	171.1478	
3.59844	464.18652	692.526	275.15488	
3.59863	626.97223	634.05255	261.66571	
3.59883	424.20728	767.90674	-41.68829	
3.59902	160.28322	662.67889	-191.22897	
3.59922	205.69475	719.13818	-281.50275	
3.59941	233.71074	740.86731	-258.06451	
3.59961	327.70776	632.09937	-67.87316	
3.5998	443.73914	552.26294	-19.22666	
3.6	445.44815	448.86624	91.31138	
3.6002	702.16986	689.53522	305.85651	
3.60039	866.1153	871.79175	594.13434	
3.60059	876.61365	841.94464	765.03802	
3.60078	865.81012	812.0365	642.71979	
3.60098	823.99976	867.94641	655.96484	
3.60117	788.17102	817.83502	756.30969	
3.60137	548.72278	680.1355	686.17816	
3.60156	271.37057	551.77466	527.97021	
3.60176	360.72879	242.92734	373.05826	
3.60195	505.81378	187.50572	242.07281	
3.60215	458.26593	-21.11881	272.95755	
3.60234	511.00192	103.51878	399.42624	
3.60254	522.11066	631.79419	489.51691	
3.60273	588.09167	724.26526	596.33167	
3.60293	582.47626	731.71179	626.36188	
3.60313	554.58234	722.0069	643.3302	
3.60332	534.7453	677.8161	764.91589	
3.60352	344.37085	558.00043	772.17932	
3.60371	112.00293	585.65021	600.78735	
3.60391	-191.5952	467.54358	614.45966	
3.6041	-293.58807	94.42427	667.19568	
3.6043	-372.99722	9.94903	640.33936	
3.60449	-188.05505	165.16617	682.27179	
3.60469	18.73837	168.58424	494.03363	
3.60488	-23.92651	30.76266	463.08786	
3.60508	144.16943	-36.80532	678.97577	
3.60527	182.37862	62.9902	780.66345	
3.60547	148.19788	339.48788	705.03864	
3.60566	96.49953	522.04962	507.21762	
3.60586	165.89862	536.69849	615.25317	
3.60605	137.27226	434.33942	538.40753	
3.60625	-181.7072	325.99872	449.47659	
3.60645	-383.92285	239.32616	420.3009	
3.60664	-469.67987	-5.37126	168.95047	
3.60684	-517.10565	-99.79552	184.51491	
3.60703	-619.89197	-11.78014	146.54988	
3.60723	-411.93884	15.56444	237.61711	
3.60742	-165.34929	151.31078	266.1214	
3.60762	-173.16202	-38.5754	96.49953	
3.60781	37.65984	-117.86248	145.69536	
3.60801	193.18216	-107.73034	69.70428	
3.6082	226.93564	-95.52293	-23.62133	
3.6084	219.30602	302.62155	171.33092	
3.60859	64.76028	368.78568	463.27097	
3.60879	-67.20176	169.62187	541.21527	
3.60898	-445.38712	-70.61983	452.95572	
3.60918	-636.9823	-115.54308	394.66537	
3.60938	-470.83957	-152.04321	462.1723	
3.60957	-477.06534	-312.57059	594.0733	
3.60977	-398.87692	-449.53766	455.64136	
3.60996	-131.53477	-367.99219	229.31609	
3.61016	-108.27967	-248.54274	331.36996	
3.61035	-114.50545	-248.42067	570.69611	
3.61055	83.55968	71.90161	749.47357	
3.61074	70.61983	187.38365	791.34497	
3.61094	60.30457	366.83249	842.79913	
3.61113	-129.70366	462.66061	936.49097	
3.61133	-422.07098	481.03275	873.43976	
3.61152	-438.85617	582.23212	760.88745	
3.61172	-459.60876	354.68613	692.95325	
3.61191	-462.53854	519.05884	673.97076	
3.61211	-428.72403	365.79486	539.8114	
3.6123	-395.45883	148.13684	614.03241	
3.6125	-318.79636	431.40964	876.67468	
3.6127	-218.08527	364.81827	768.02881	
3.61289	-104.19019	398.26654	728.47681	
3.61309	44.1908	593.52399	737.57135	
3.61328	75.56383	673.78766	662.862	
3.61348	118.77804	720.23682	619.34265	
3.61367	109.13419	774.07147	502.51779	
3.61387	1.70904	833.21637	348.09412	
3.61406	-202.45979	682.33282	-10.74252	
3.61426	-373.79071	500.50357	-213.62956	
3.61445	-223.0903	469.92401	-361.58331	
3.61465	-208.01416	410.47394	-415.66211	
3.61484	-217.53593	417.7984	-350.29144	
3.61504	-58.0462	467.54358	-579.30237	
3.61523	-67.62902	486.52609	-419.56848	
3.61543	42.0545	540.17761	-299.08139	
3.61562	179.44884	575.33496	-408.88699	
3.61582	168.3401	661.58026	-73.12234	
3.61602	188.72646	723.34973	-13.06192	
3.61621	-30.3354	736.41162	-78.37153	
3.61641	-284.98184	650.34943	-127.4453	
3.6166	-390.4538	370.67783	-253.60881	
3.6168	-276.98599	138.0047	-398.0224	
3.61699	-210.51668	59.69421	-718.71088	
3.61719	-288.82718	82.52205	-385.69293	
3.61738	-303.47604	227.79016	16.96829	
3.61758	-340.70865	379.83337	-77.57805	
3.61777	-65.37064	454.29852	43.39732	
3.61797	18.7994	503.06711	389.2941	
3.61816	-15.07614	547.25793	265.02274	
3.61836	64.21095	573.38177	-0.42726	
3.61855	106.0213	681.29523	128.84915	
3.61875	116.70278	803.6134	221.01505	
3.61895	-210.45564	791.65015	328.62332	
3.61914	-427.74744	622.76068	213.2023	
3.61934	-551.77466	517.77704	212.77505	
3.61953	-712.91235	452.58951	253.97504	
3.61973	-769.98199	270.51608	172.55165	
3.61992	-683.73669	303.59814	300.66837	
3.62012	-316.41589	450.63632	281.68585	
3.62031	-218.69563	604.57166	276.61978	
3.62051	-219.24496	721.64069	307.87073	
3.6207	-20.08118	852.13782	317.20938	
3.6209	-138.6761	941.19086	248.05444	
3.62109	-53.46843	759.2395	317.69769	
3.62129	-176.03076	625.44635	470.29022	
3.62148	-504.22681	448.01172	333.32315	
3.62168	-561.29645	41.3831	176.51906	
3.62188	-1082.61365	-163.27403	-30.15229	
3.62207	-1024.81152	-188.54335	-161.80914	
3.62227	-659.26086	-161.50395	-88.25953	
3.62246	-631.79419	-97.96442	18.12799	
3.62266	-508.37732	-129.94781	63.41746	
3.62285	-421.5827	-41.44414	-49.43999	
3.62305	-100.10071	-35.76769	88.38161	
3.62324	-39.55199	185.12527	387.89026	
3.62344	95.70605	538.59064	433.7901	
3.62363	409.0701	663.89966	497.39066	
3.62383	145.08499	789.02557	526.87152	
3.62402	-102.90842	562.15094	345.22537	
3.62422	-32.34962	300.36316	280.9534	
3.62441	-183.90454	306.77206	250.55696	
3.62461	-274.05621	438.30682	226.38631	
3.6248	-203.31432	616.10767	231.57445	
3.625	-205.57268	573.68695	306.46686	
3.6252	32.22755	437.02505	380.6879	
3.62539	211.55431	421.52167	290.35309	
3.62559	267.03696	443.73914	412.8544	
3.62578	310.4953	399.73145	294.38153	
3.62598	347.66687	383.1904	280.09888	
3.62617	420.66714	350.16937	449.7818	
3.62637	273.26273	270.88229	325.93768	
3.62656	138.30989	178.16705	297.37234	
3.62676	41.99347	-20.50844	214.66719	
3.62695	-56.8865	-138.12677	168.3401	
3.62715	-49.98932	-153.44707	178.10602	
3.62734	-18.73837	-14.58785	329.29471	
3.62754	110.90427	309.76288	428.29675	
3.62773	155.27818	484.2677	386.73056	
3.62793	183.72142	383.49557	597.24725	
3.62812	301.95013	390.14862	651.32605	
3.62832	326.91428	606.46381	405.34683	
3.62852	344.61502	648.57935	400.03662	
3.62871	313.05887	646.19891	527.78711	
3.62891	260.13977	602.31329	573.87006	
3.6291	218.87875	442.57944	561.17438	
3.6293	2.86874	229.194	318.97946	
3.62949	-84.35316	67.75109	175.66454	
3.62969	-48.6465	184.02661	300.97354	
3.62988	85.14664	200.44557	371.59338	
3.63008	205.32854	304.45264	369.33499	
3.63027	195.01328	571.24548	318.55222	
3.63047	161.62602	625.08014	311.7771	
3.63066	-29.41984	630.39032	435.62122	
3.63086	250.618	711.50854	592.12012	
3.63105	573.62592	734.09222	673.42145	
3.63125	547.92932	708.88391	629.23065	
3.63145	536.08813	683.00427	548.35657	
3.63164	381.78656	473.28104	258.24762	
3.63184	165.16617	578.0816	7.38548	
3.63203	-24.17066	169.19461	-219.18393	
3.63223	57.92413	-195.25743	-517.28876	
3.63242	169.01151	292.91666	-498.67245	
3.63262	210.94394	278.38983	-401.19632	
3.63281	322.15338	291.26865	-159.48973	
3.63301	402.78329	338.45026	89.54131	
3.6332	535.66089	363.84167	160.28322	
3.6334	683.49255	501.96844	259.28525	
3.63359	796.28894	589.37347	334.60495	
3.63379	807.88599	706.93073	474.3797	
3.63398	652.79089	646.99237	573.13763	
3.63418	479.99512	498.42828	313.73029	
3.63438	394.05499	226.63045	208.99075	
3.63457	399.12106	57.98517	274.6666	
3.63477	507.76697	-15.07614	-38.5754	
3.63496	576.37256	122.62337	-27.52769	
3.63516	649.55597	295.41916	143.98633	
3.63535	684.22498	359.9353	151.86011	
3.63555	645.10028	415.78418	404.98062	
3.63574	702.47504	483.47421	522.59894	
3.63594	601.64191	620.86853	484.32874	
3.63613	398.0224	468.39807	532.12073	
3.63633	418.46979	304.69681	464.30859	
3.63652	314.88998	197.33269	459.79187	
3.63672	-29.05362	132.99966	411.45053	
3.63691	-187.44469	-314.2796	157.90277	
3.63711	-119.08322	-694.96747	36.4391	
3.6373	132.32826	-299.63074	-100.4059	
3.6375	277.71844	-207.83105	-6.95822	
3.6377	275.33798	-248.7869	177.00735	
3.63789	499.64905	-127.99463	248.60378	
3.63809	600.11597	18.06696	569.17023	
3.63828	625.56842	85.69598	797.99799	
3.63848	608.96631	190.61861	817.83502	
3.63867	464.18652	475.41733	801.90436	
3.63887	432.87454	564.47034	780.41931	
3.63906	276.74185	439.8938	529.37408	
3.63926	105.71612	229.43816	84.35316	
3.63945	125.06485	125.85833	-12.75674	
3.63965	131.10751	-62.9902	0.12207	
3.63984	131.77893	-81.97272	38.02606	
3.64004	195.50157	217.658	179.3878	
3.64023	182.50069	306.52792	280.40405	
3.64043	112.24708	521.07306	379.7113	
3.64062	7.99585	858.18048	539.07898	
3.64082	50.05035	695.69995	716.81873	
3.64102	184.88113	420.66714	685.2016	
3.64121	182.56172	285.04288	803.55237	
3.64141	288.15576	254.70747	834.07086	
3.6416	200.8118	412.06091	689.16901	
3.6418	-107.05893	489.57794	449.35452	
3.64199	-360.17944	444.8378	346.0799	
3.64219	-342.72287	435.98743	280.58719	
3.64238	-163.64024	462.78268	16.90726	
3.64258	-10.13214	485.97675	165.7155	
3.64277	308.66422	544.20605	179.14365	
3.64297	445.20401	580.33997	346.56821	
3.64316	794.21368	562.82233	620.92957	
3.64336	842.86017	556.65759	604.8158	
3.64355	516.4342	588.45789	777.85577	
3.64375	619.83093	579.60754	716.33044	
3.64395	416.69974	589.19037	752.22021	
3.64414	170.1712	553.84991	562.21198	
3.64434	-149.17447	364.51309	256.59964	
3.64453	-696.37134	239.93652	167.30247	
3.64473	-588.15271	223.02927	-261.90985	
3.64492	-401.56256	234.38216	-204.35194	
3.64512	-173.65031	240.60793	-212.89713	
3.64531	394.5433	339.73206	-307.38242	
3.64551	516.49524	404.18713	95.88916	
3.6457	567.03394	391.61353	192.20557	
3.6459	667.9281	550.12665	52.55287	
3.64609	726.21844	712.97339	243.23251	
3.64629	751.91504	836.8175	533.64667	
3.64648	597.55243	918.79022	447.03513	
3.64668	288.58304	864.8335	301.70599	
3.64688	-101.13834	673.90973	42.0545	
3.64707	-184.02661	548.17346	-375.68286	
3.64727	62.68502	481.88727	-527.84814	
3.64746	246.10126	527.54297	-446.05853	
3.64766	104.55641	699.85046	-515.82385	
3.64785	18.92148	530.961	-464.85794	
3.64805	-62.68502	360.17944	-353.22122	
3.64824	12.93985	397.96136	-449.53766	
3.64844	226.75253	541.21527	-318.12494	
3.64863	173.10098	666.15802	-8.48415	
3.64883	138.0047	775.29224	253.30363	
3.64902	135.31908	801.96539	303.35397	
3.64922	56.45924	615.55835	134.58662	
3.64941	-29.48088	557.20697	3.66222	
3.64961	-134.34248	326.487	-65.43169	
3.6498	-188.97061	136.23462	-133.91522	
3.65	-20.75259	271.91992	-325.02213	
3.6502	142.88766	371.59338	-140.32411	
3.65039	230.65889	388.62271	282.90659	
3.65059	417.49319	450.51425	198.24823	
3.65078	445.38712	547.99036	136.53981	
3.65098	425.55011	526.44427	157.53654	
3.65117	503.79956	574.41937	303.41501	
3.65137	635.63953	464.91898	401.19632	
3.65156	900.54016	367.13766	245.06363	
3.65176	808.37427	385.99811	12.39051	
3.65195	602.92365	-72.8782	-206.9155	
3.65215	638.69135	-413.70892	-239.20407	
3.65234	670.73578	-361.94952	-311.34982	
3.65254	668.17224	-294.99191	-299.75281	
3.65273	587.23718	-115.17686	-261.60468	
3.65293	675.19153	229.25505	-222.54097	
3.65312	725.7912	352.67191	-134.70869	
3.65332	686.60541	253.12051	-17.09036	
3.65352	649.12872	369.57916	80.81301	
3.65371	675.61877	391.9187	97.96442	
3.65391	732.50525	303.72021	193.60942	
3.6541	609.75983	331.36996	331.67517	
3.6543	400.15869	220.09949	291.45175	
3.65449	212.83609	99.61241	259.34628	
3.65469	416.21143	-14.70992	125.85833	
3.65488	394.17706	-189.58098	97.96442	
3.65508	487.13644	-141.48381	290.8414	
3.65527	379.03989	78.73775	170.78159	
3.65547	85.5739	353.58746	328.86746	
3.65566	544.08398	534.37909	490.92075	
3.65586	620.44128	638.50824	448.6221	
3.65605	752.15918	766.50287	598.22382	
3.65625	821.13104	779.13757	833.94879	
3.65645	614.94794	760.64331	1046.66284	
3.65664	546.40338	762.5965	1037.93445	
3.65684	409.86359	719.62646	971.46521	
3.65703	247.99341	670.30853	762.35236	
3.65723	-11.29185	715.10974	638.63031	
3.65742	-48.03613	772.72864	627.52161	
3.65762	119.02219	735.43506	445.9975	
3.65781	339.18271	815.6377	485.7326	
3.65801	439.10031	898.89215	666.95148	
3.6582	583.63599	890.7132	767.6626	
3.6584	657.49078	918.79022	900.7843	
3.65859	612.50647	873.80597	1014.55731	
3.65879	554.70441	819.78821	1124.42395	
3.65898	434.40045	705.83209	1163.3656	
3.65918	205.02335	627.27747	894.92474	
3.65938	-46.38813	511.55127	641.37701	
3.65957	-339.30478	313.30301	603.7782	
3.65977	-711.99683	243.8429	415.11276	
3.65996	-469.5578	299.69177	388.37854	
3.66016	-387.89026	383.92285	539.32312	
3.66035	-425.85529	316.66006	545.30475	
3.66055	-59.75524	311.59399	536.33228	
3.66074	-4.33363	80.75198	599.32251	
3.66094	100.52797	62.50191	705.83209	
3.66113	278.634	328.86746	710.40985	
3.66133	211.31017	186.28499	679.15894	
3.66152	143.19284	245.85712	755.51624	
3.66172	6.28681	302.98776	735.00781	
3.66191	-298.04376	185.0032	693.07538	
3.66211	-468.70328	-77.70013	601.2757	
3.6623	-707.35803	-126.71285	302.74362	
3.6625	-691.97668	-43.76354	116.64175	
3.6627	-260.26184	-116.64175	106.08234	
3.66289	-67.20176	-40.2234	277.1691	
3.66309	-244.45326	-141.97211	384.28906	
3.66328	-282.2962	31.9834	438.97824	
3.66348	53.52946	259.59045	468.276	
3.66367	280.09888	439.83276	467.36044	
3.66387	290.47516	632.89282	471.02267	
3.66406	282.54037	761.19269	437.2692	
3.66426	365.12344	452.04016	460.28015	
3.66445	217.41386	340.46448	419.99573	
3.66465	-28.13807	419.99573	238.71577	
3.66484	-113.773	-13.61126	-86.48946	
3.66504	-161.44292	128.54396	-102.48116	
3.66523	3.35704	-166.87521	-112.06396	
3.66543	108.52382	-21.60711	1.95318	
3.66563	132.14514	541.21527	86.91672	
3.66582	225.83698	572.52722	11.10874	
3.66602	301.46182	727.31714	121.82989	
3.66621	488.96756	706.0152	96.6216	
3.66641	569.84161	679.52515	248.90897	
3.6666	571.30652	674.27594	363.59753	
3.6668	604.26648	636.86023	503.67749	
3.66699	509.04874	574.17523	421.4606	
3.66719	482.68076	267.09799	319.28464	
3.66738	467.23837	-303.72021	152.89774	
3.66758	415.60107	269.35635	-239.87549	
3.66777	478.77438	538.89581	104.98367	
3.66797	590.289	205.32854	120.24293	
3.66816	714.92657	434.76669	-115.48204	
3.66836	636.06677	478.46918	149.2355	
3.66855	472.18237	560.31982	204.35194	
3.66875	475.6615	568.0105	204.53505	
3.66895	614.52069	680.50171	283.88318	
3.66914	876.55261	749.22943	244.63637	
3.66934	1004.24207	669.39301	120.91434	
3.66953	859.64539	556.10828	-66.16413	
3.66973	663.77759	250.19073	-227.8512	
3.66992	547.80725	-224.67726	-285.59222	
3.67012	431.1655	65.85894	-281.31961	
3.67031	509.23184	-118.77804	-227.05771	
3.67051	694.29608	-518.14325	-132.14514	
3.6707	722.0069	509.90326	-158.75729	
3.6709	757.83563	846.76654	-165.77655	
3.67109	756.4928	857.20392	-6.592	
3.67129	707.4801	1077.30334	68.66665	
3.67148	618.6712	1029.45032	74.77035	
3.67168	268.50186	1059.05334	60.48769	
3.67188	-148.50307	839.99146	-46.63228	
3.67207	-415.41794	542.74115	-118.10663	
3.67227	-357.12759	220.7709	-246.40645	
3.67246	-346.99545	1.46489	-645.95477	
3.67266	-423.47482	85.87909	-751.30469	
3.67285	34.60799	342.11249	-596.33167	
3.67305	371.83752	605.36517	-385.02151	
3.67324	586.68781	693.31952	-245.1857	
3.67344	1057.22217	605.2431	-337.04642	
3.67363	1226.90515	587.9696	-25.51347	
3.67383	1078.34106	565.81317	318.12494	
3.67402	907.55945	490.55453	393.93292	
3.67422	860.92712	369.21292	340.76968	
3.67441	640.82764	226.75253	173.95551	
3.67461	136.05151	-86.85567	104.80056	
3.6748	-123.96619	-520.95093	27.77184	
3.675	-46.93747	-464.98001	-11.41392	
3.6752	119.75463	-250.86215	-37.84295	
3.67539	133.48796	-228.27846	-17.27348	
3.67559	218.87875	-105.59404	71.7185	
3.67578	306.95517	-176.21387	53.40739	
3.67598	206.97653	-248.42067	133.0607	
3.67617	188.60439	7.93481	244.08704	
3.67637	212.83609	148.74721	265.08377	
3.67656	103.45775	287.0571	262.76437	
3.67676	60.06042	378.97885	148.62514	
3.67695	37.96503	275.27695	31.55614	
3.67715	-303.72021	227.91223	8.72829	
3.67734	-334.91013	122.80648	-95.64501	
3.67754	-383.31247	-34.05865	-275.88733	
3.67773	-443.12875	-23.07199	-266.1214	
3.67793	-189.70305	21.72918	-160.40529	
3.67812	36.01184	-134.40352	-172.18542	
3.67832	77.63909	-9.64385	-239.5703	
3.67852	86.24531	-201.54424	-132.26723	
3.67871	430.55515	-548.66174	22.0954	
3.67891	445.87543	-136.845	106.38753	
3.6791	466.44489	116.33656	106.44856	
3.6793	678.54852	401.98981	181.7072	
3.67949	724.57043	651.14294	248.7869	
3.67969	711.93579	579.3634	18.31111	
