采样时间：2026-05-30 12:25:04
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
0.00957	145.08499	11.84118	152.65358	
0.00977	556.65759	8.48415	298.04376	
0.00996	551.40845	199.95728	315.13412	
0.01016	735.12988	315.74451	420.66714	
0.01035	1016.08325	299.81384	550.79803	
0.01055	825.64777	378.73471	527.84814	
0.01074	798.42523	430.92136	642.35358	
0.01094	610.30914	393.13943	661.76337	
0.01113	530.65582	335.76465	433.60699	
0.01133	125.18693	220.22156	71.2302	
0.01152	-126.83492	29.23673	-51.45421	
0.01172	-449.29349	-103.51878	-150.57832	
0.01191	-887.90552	-2.19733	-573.38177	
0.01211	-206.24408	40.46754	-81.48442	
0.0123	-134.2204	-122.92856	239.02097	
0.0125	-99.06308	-87.64916	-59.20591	
0.0127	179.26573	106.38753	52.61391	
0.01289	209.41801	222.9072	187.1395	
0.01309	456.74002	297.67755	297.1282	
0.01328	509.04874	318.12494	82.33894	
0.01348	716.20837	398.99899	366.58835	
0.01367	818.20123	309.94598	570.69611	
0.01387	751.36572	141.17862	161.07669	
0.01406	624.10352	-55.7268	-46.08295	
0.01426	500.86978	-218.20734	-277.53534	
0.01445	458.87631	-39.30784	-489.57794	
0.01465	473.76935	-58.71761	-501.5412	
0.01484	517.47186	166.32588	-349.37589	
0.01504	537.18683	433.17972	-194.09772	
0.01523	605.73138	351.51221	125.43108	
0.01543	591.87598	404.49231	137.3333	
0.01562	555.86414	410.84018	-168.76736	
0.01582	557.57318	365.12344	48.03613	
0.01602	656.81934	283.21176	279.42746	
0.01621	832.60596	178.47224	164.73891	
0.01641	815.88184	84.53627	-50.72176	
0.0166	811.60925	79.04294	-129.64262	
0.0168	715.84216	-32.6548	-357.86005	
0.01699	401.31839	-134.70869	-670.85785	
0.01719	288.2168	80.50783	-536.14917	
0.01738	438.85617	358.83664	-487.50269	
0.01758	797.20453	362.92612	-173.16202	
0.01777	894.86371	519.91333	145.87848	
0.01797	823.08423	813.86761	-59.14487	
0.01816	901.27264	827.90613	-91.92175	
0.01836	832.17871	793.29816	58.71761	
0.01855	834.98639	623.61523	115.54308	
0.01875	671.65137	522.84308	149.90692	
0.01895	393.32254	401.37943	-8.72829	
0.01914	286.20258	323.9845	-161.07669	
0.01934	206.48824	386.18121	-328.25708	
0.01953	312.08228	278.51193	-510.20844	
0.01973	385.93707	348.8876	-356.151	
0.01992	458.26593	522.23273	-409.61945	
0.02012	364.81827	528.82471	-309.03043	
0.02031	398.87692	550.79803	-27.52769	
0.02051	478.28607	667.07361	28.93155	
0.0207	302.0722	695.0896	169.25566	
0.0209	503.8606	673.36041	426.64877	
0.02109	545.48785	728.65991	582.17108	
0.02129	321.17679	820.94788	496.53616	
0.02148	174.62691	737.57135	327.15842	
0.02168	2.38044	436.23157	120.97537	
0.02188	-117.67937	521.25616	154.91196	
0.02207	-79.71435	638.93549	129.21536	
0.02227	19.10459	705.40485	65.00443	
0.02246	56.09302	453.19986	219.06186	
0.02266	33.38725	-45.35051	300.7294	
0.02285	16.48	449.41556	499.03867	
0.02305	86.67257	729.02618	586.93195	
0.02324	203.1312	581.74384	601.15363	
0.02344	316.17175	680.37964	664.20483	
0.02363	288.58304	728.23267	568.25464	
0.02383	360.97293	791.77222	495.25436	
0.02402	246.89474	511.73438	368.3584	
0.02422	-27.46666	215.27757	254.34126	
0.02441	-7.56859	328.44019	156.31581	
0.02461	20.38636	309.82391	101.68768	
0.0248	72.26783	7.44652	219.06186	
0.025	167.91284	171.81921	230.90305	
0.0252	192.87698	522.72101	312.81473	
0.02539	323.92346	551.46948	424.63455	
0.02559	384.77737	463.08786	435.62122	
0.02578	380.62686	375.31662	393.74982	
0.02598	491.10385	321.17679	316.11072	
0.02617	402.9664	176.03076	366.64938	
0.02637	227.54601	-5.85955	541.58148	
0.02656	24.04859	-277.96259	631.48901	
0.02676	-119.02219	-552.2019	313.54718	
0.02695	-157.04825	-424.87869	239.38719	
0.02715	-111.08737	-363.96375	252.93741	
0.02734	20.56948	-499.34384	268.01355	
0.02754	13.8554	-289.19339	280.15991	
0.02773	83.86486	-207.52586	240.66896	
0.02793	71.35227	-201.78839	153.08084	
0.02812	164.98306	-109.56145	-170.78159	
0.02832	483.90149	-143.437	357.4938	
0.02852	513.01617	-145.93951	713.09552	
0.02871	395.03159	-162.96884	613.29999	
0.02891	378.91782	-162.90781	575.64014	
0.0291	345.89679	-288.88821	267.03696	
0.0293	330.63754	-524.67419	170.53743	
0.02949	383.86182	-620.50232	216.37624	
0.02969	363.90271	-459.05942	368.48047	
0.02988	417.55426	-304.02539	459.48666	
0.03008	471.38889	-92.89835	523.33142	
0.03027	539.44519	120.54811	590.22797	
0.03047	715.65906	64.02783	604.32751	
0.03066	780.48035	139.28648	688.9248	
0.03086	818.68951	101.68768	765.28217	
0.03105	785.05817	112.85744	854.70135	
0.03125	730.85724	194.76913	926.78607	
0.03145	694.96747	-44.80117	901.94403	
0.03164	444.8378	-135.13596	661.8244	
0.03184	221.74748	-513.80963	431.28757	
0.03203	232.36794	-802.20953	364.94034	
0.03223	155.70543	-576.49463	404.91959	
0.03242	58.90072	-538.77374	545.67096	
0.03262	-0.42726	-380.80997	721.03033	
0.03281	44.31288	-202.82602	853.41962	
0.03301	174.62691	-162.96884	807.70288	
0.0332	213.6906	-94.54634	841.45636	
0.0334	334.29974	-38.02606	889.73663	
0.03359	337.41263	-3.296	915.7384	
0.03379	408.21558	-58.29035	823.57251	
0.03398	417.00491	-152.53151	591.87598	
0.03418	187.93298	-122.25715	388.68375	
0.03438	102.17597	-70.43672	32.95999	
0.03457	261.84882	-234.32112	-168.21802	
0.03477	391.67456	-200.68971	-70.13154	
0.03496	253.85297	23.80444	-74.22102	
0.03516	247.50511	103.09152	-75.68591	
0.03535	529.49615	163.21298	348.33826	
0.03555	744.52954	171.02573	723.96008	
0.03574	731.46765	227.3629	793.66437	
0.03594	659.3219	320.2002	704.24512	
0.03613	696.43237	311.10568	634.96808	
0.03633	832.05664	284.00525	995.14758	
0.03652	758.9953	262.45917	1035.49304	
0.03672	391.24728	253.24258	663.47241	
0.03691	58.83969	184.14868	526.50531	
0.03711	274.6666	100.10071	166.87521	
0.0373	417.49319	76.47939	291.45175	
0.0375	154.60677	271.12643	717.185	
0.0377	384.59427	464.12549	582.04901	
0.03789	638.20306	480.66653	469.74091	
0.03809	673.05524	567.94946	524.36902	
0.03828	666.76837	579.79065	561.54059	
0.03848	557.51215	561.96783	583.63599	
0.03867	469.4357	650.95978	745.68927	
0.03887	348.82657	585.65021	790.06317	
0.03906	249.6414	422.31512	720.7251	
0.03926	-225.40971	196.78336	429.21231	
0.03945	-337.47366	-34.3028	266.42657	
0.03965	-36.56117	171.1478	205.69475	
0.03984	-26.18488	315.5614	160.89359	
0.04004	254.76852	112.43019	301.15665	
0.04023	342.35663	177.55669	237.31194	
0.04043	258.12555	274.54453	402.90536	
0.04062	341.50214	313.24197	258.00348	
0.04082	317.81976	427.56433	132.75552	
0.04102	303.0488	393.74982	413.28165	
0.04121	183.59935	403.51575	396.49646	
0.04141	82.70516	390.20966	473.0369	
0.0416	-95.33982	364.45203	455.76343	
0.0418	-496.5972	426.58774	94.85152	
0.04199	-656.45312	454.90891	-116.27552	
0.04219	-712.1189	495.74268	-150.57832	
0.04238	-600.29907	516.31213	-214.11786	
0.04258	-465.46829	594.43951	-203.80261	
0.04277	-497.08548	682.76007	23.2551	
0.04297	-454.84787	693.62469	220.52675	
0.04316	-383.12936	640.21729	183.84351	
0.04336	8.97244	653.70648	301.82806	
0.04355	188.78751	699.24011	520.40161	
0.04375	142.76559	802.08746	607.50146	
0.04395	124.8207	849.94049	652.30261	
0.04414	57.86309	718.03949	552.44604	
0.04434	-108.34071	651.63123	260.81119	
0.04453	-614.09344	467.48251	54.32295	
0.04473	-886.13544	302.98776	-93.14249	
0.04492	-903.46997	318.49115	-274.36139	
0.04512	-621.96722	480.11719	-165.2272	
0.04531	-228.76675	438.42889	-82.58308	
0.04551	-164.86099	236.70155	-103.94604	
0.0457	82.39998	226.69148	-103.94604	
0.0459	161.68706	265.63312	-232.36794	
0.04609	-205.87787	463.69824	-57.86309	
0.04629	-21.60711	619.83093	83.74279	
0.04648	336.49707	577.16608	135.68529	
0.04668	300.97354	340.89175	365.36758	
0.04688	232.55104	316.47693	271.79785	
0.04707	63.17331	354.44196	168.88943	
0.04727	24.84207	355.66272	49.31791	
0.04746	74.22102	502.63986	-45.71673	
0.04766	125.91937	490.67661	114.20026	
0.04785	255.86719	597.55243	227.30186	
0.04805	399.73145	633.01495	296.9451	
0.04824	435.62122	626.91119	358.95871	
0.04844	466.13971	504.22681	498.67245	
0.04863	574.66351	455.58032	578.20367	
0.04883	638.93549	555.62	633.13702	
0.04902	678.67059	407.23898	676.5343	
0.04922	595.3551	370.67783	661.21405	
0.04941	469.37466	114.56648	625.26324	
0.04961	265.69415	200.50661	522.29376	
0.0498	219.12289	-137.63847	384.22803	
0.05	326.91428	-499.28281	261.42154	
0.0502	459.24252	472.91483	373.42447	
0.05039	607.31836	692.28186	512.95508	
0.05059	536.57642	695.39478	616.84009	
0.05078	531.93762	902.61542	850.36774	
0.05098	507.88904	793.60333	1049.04321	
0.05117	531.69348	811.73132	1090.12122	
0.05137	759.66675	524.91833	1124.24084	
0.05156	730.24689	360.78983	1145.17651	
0.05176	497.81793	96.56056	1023.0415	
0.05195	125.12589	-40.04028	883.63293	
0.05215	-153.56914	-139.53062	598.95624	
0.05234	104.25123	-311.59399	379.77234	
0.05254	304.33057	101.68768	501.78534	
0.05273	196.78336	280.89236	614.7038	
0.05293	395.82507	256.4165	342.96701	
0.05313	539.56726	181.7072	390.88107	
0.05332	498.30621	143.437	525.1015	
0.05352	566.85077	174.19965	294.68674	
0.05371	595.84338	72.69509	119.44945	
0.05391	682.82111	137.5164	97.90338	
0.0541	487.31955	24.84207	858.24152	
0.0543	315.68347	-165.10513	1260.7196	
0.05449	-46.20502	-510.45258	949.55292	
0.05469	-402.78329	-739.34143	744.65161	
0.05488	-74.64828	-438.06268	670.30853	
0.05508	147.52647	-318.12494	781.27386	
0.05527	451.30771	-242.01178	691.24426	
0.05547	455.70239	-121.34159	685.2016	
0.05566	390.08759	-123.05063	883.20569	
0.05586	502.21259	6.71407	874.66046	
0.05605	405.4689	46.75436	918.97333	
0.05625	374.21796	89.41924	1097.14038	
0.05645	107.60826	294.38153	978.85065	
0.05664	-36.50014	170.90366	831.69043	
0.05684	-191.1069	39.42991	581.74384	
0.05703	-370.00641	-105.10574	261.78778	
0.05723	-297.00613	-472.36548	-20.63051	
0.05742	-172.97891	-90.5179	-378.55161	
0.05762	-68.78872	156.01062	-384.83841	
0.05781	-58.22932	123.96619	29.48088	
0.05801	-29.60295	558.06146	433.24075	
0.0582	66.59138	651.57019	530.10651	
0.0584	144.23047	565.26385	495.86475	
0.05859	130.74129	492.14148	349.37589	
0.05879	162.17535	431.28757	391.61353	
0.05898	297.25027	437.94061	526.68842	
0.05918	243.90393	339.73206	569.59747	
0.05938	242.07281	369.02982	330.02716	
0.05957	245.00259	338.63339	81.17924	
0.05977	100.46693	219.42809	156.13269	
0.05996	186.34602	304.2085	124.39345	
0.06016	336.19189	343.57739	-51.9425	
0.06035	569.35333	486.95334	-50.23347	
0.06055	520.0354	752.03711	330.39337	
0.06074	430.1889	507.828	304.26953	
0.06094	529.25201	179.57091	630.08514	
0.06113	624.40869	202.58186	459.60876	
0.06133	803.49133	160.89359	-129.27641	
0.06152	757.46942	346.14093	176.94632	
0.06172	663.71655	367.74805	-69.52116	
0.06191	479.14059	203.37535	-55.11643	
0.06211	380.74893	135.74632	33.75347	
0.0623	350.90182	-5.00504	-30.39643	
0.0625	314.0965	220.46571	101.87078	
0.0627	495.25436	122.07404	-29.05362	
0.06289	607.37939	50.47762	141.91107	
0.06309	663.35034	304.94095	300.5463	
0.06328	696.3103	152.53151	360.24048	
0.06348	754.72272	100.65005	354.25885	
0.06367	840.05249	196.23401	177.12943	
0.06387	713.5838	346.38507	193.06009	
0.06406	659.87122	388.98892	217.4749	
0.06426	463.69824	235.90808	146.73299	
0.06445	189.58098	96.98782	161.13773	
0.06465	116.94693	-148.86929	36.68325	
0.06484	156.92618	-191.83936	-143.00974	
0.06504	140.87344	-148.99136	-78.43257	
0.06523	113.58989	-136.78397	236.33534	
0.06543	454.54269	-100.28382	376.65945	
0.06562	372.93619	-75.80798	303.17087	
0.06582	332.83487	-77.8222	494.33881	
0.06602	664.51001	-126.83492	644.67297	
0.06621	630.08514	-117.31315	581.74384	
0.06641	666.15802	-81.24027	533.95184	
0.0666	630.63446	113.65093	520.09644	
0.0668	551.77466	190.98483	553.66681	
0.06699	552.2019	348.64346	511.6123	
0.06719	212.5309	406.01825	413.46475	
0.06738	9.52178	227.24081	397.59515	
0.06758	98.14753	7.62963	418.71396	
0.06777	379.28403	-171.39195	441.78595	
0.06797	579.91272	113.52885	608.47803	
0.06816	589.19037	244.08704	676.59534	
0.06836	599.1394	248.60378	637.2265	
0.06855	487.74683	301.33975	962.85895	
0.06875	665.66974	290.04791	1143.71167	
0.06895	718.4057	331.98035	926.84711	
0.06914	470.04608	318.43011	845.24066	
0.06934	91.73864	303.90332	632.95386	
0.06953	20.4474	246.71162	743.2478	
0.06973	216.01001	258.6749	872.46313	
0.06992	84.10901	242.19489	607.07422	
0.07012	10.25422	158.87936	738.54791	
0.07031	-127.81152	264.90067	691.12219	
0.07051	-159.4287	435.31601	736.8999	
0.0707	15.5034	581.92694	863.18555	
0.0709	146.48885	782.12836	733.90912	
0.07109	324.35071	823.69458	755.08899	
0.07129	286.26361	910.91644	615.74146	
0.07148	258.49176	963.59143	766.86908	
0.07168	201.54424	888.08862	980.31555	
0.07188	-49.50102	863.42969	752.03711	
0.07207	-286.50778	565.08075	654.01166	
0.07227	-877.77338	409.98566	579.66858	
0.07246	-815.33252	487.01437	440.44312	
0.07266	-489.76105	531.08313	429.51752	
0.07285	-508.25525	617.75568	676.5343	
0.07305	-263.6189	651.26501	840.11353	
0.07324	-361.46121	586.56573	722.12897	
0.07344	-262.52023	505.99689	744.59058	
0.07363	-89.05301	645.52753	749.96185	
0.07383	-96.13331	805.81073	1025.2998	
0.07402	-43.70251	806.84833	834.1319	
0.07422	-63.23435	798.97455	393.32254	
0.07441	-208.50246	703.45166	394.72641	
0.07461	-486.40399	427.25912	33.81451	
0.0748	-561.35748	203.07016	0.4883	
0.075	-361.15604	40.46754	-125.24796	
0.0752	-134.52559	-21.54607	-278.26776	
0.07539	-290.47516	51.08799	-388.86685	
0.07559	-361.52228	39.91821	-957.54877	
0.07578	-116.03137	267.22006	-777.79474	
0.07598	73.24442	528.27539	-17.1514	
0.07617	334.36078	582.17108	224.49416	
0.07637	436.47571	703.08545	-58.83969	
0.07656	286.32465	678.91473	75.56383	
0.07676	322.03131	614.27655	313.05887	
0.07695	199.10275	459.12045	-4.88296	
0.07715	-188.60439	160.40529	-91.43346	
0.07734	-144.35255	146.67195	-207.83105	
0.07754	34.11969	187.68883	-653.0351	
0.07773	100.10071	248.90897	-359.99634	
0.07793	84.71938	383.49557	-256.66068	
0.07812	-2.74667	298.83725	-665.79181	
0.07832	30.21332	466.07867	-273.44583	
0.07852	65.85894	782.61664	-96.80471	
0.07871	219.67223	959.9292	-49.74517	
0.07891	363.04819	1018.46368	305.55133	
0.0791	538.04132	902.67645	250.80112	
0.0793	453.99335	734.70258	264.59549	
0.07949	310.98361	410.59604	145.75641	
0.07969	-72.08472	371.59338	38.81955	
0.07988	-603.41199	204.84024	51.51524	
0.08008	55.54369	228.58363	180.66957	
0.08027	347.5448	591.26562	514.05377	
0.08047	47.4868	379.46713	527.17676	
0.08066	304.75784	360.85086	623.92041	
0.08086	446.05853	333.38419	748.19177	
0.08105	550.37079	255.31786	712.97339	
0.08125	697.34796	472.12134	508.68253	
0.08145	705.46588	507.33969	500.38147	
0.08164	706.25934	398.32758	792.80981	
0.08184	641.13287	191.83936	835.71887	
0.08203	405.4689	27.0394	850.24567	
0.08223	184.45387	-311.59399	764.97693	
0.08242	44.37391	-685.44574	635.82263	
0.08262	241.15726	-650.04425	600.48218	
0.08281	224.61623	-538.10236	542.00873	
0.08301	86.00116	-339.54895	676.77844	
0.0832	529.37408	-173.95551	850.73395	
0.0834	526.01703	-163.64024	782.5556	
0.08359	331.5531	-54.68917	727.43921	
0.08379	497.81793	-39.49095	834.68121	
0.08398	613.17792	13.55022	865.38287	
0.08418	677.8161	39.79613	773.27802	
0.08438	446.79099	-28.44325	791.52808	
0.08457	189.70305	-72.81716	724.93665	
0.08477	-69.82635	-122.92856	462.35541	
0.08496	-282.1131	-153.14188	380.50479	
0.08516	-178.28914	-226.38631	388.56168	
0.08535	-103.64086	-223.5786	497.94	
0.08555	23.13303	-232.06274	559.5874	
0.08574	143.437	-202.70393	558.3056	
0.08594	120.79226	53.46843	613.72723	
0.08613	120.48708	203.55846	537.12579	
0.08633	172.55165	280.58719	561.9068	
0.08652	123.05063	433.60699	572.52722	
0.08672	-23.43822	295.48019	530.04547	
0.08691	-38.20918	356.88345	491.77527	
0.08711	-94.85152	532.12073	403.75989	
0.0873	-223.02927	515.64075	268.07458	
0.0875	-364.8793	662.862	252.7543	
0.0877	-446.79099	737.63239	293.77118	
0.08789	-215.15549	748.68005	121.95197	
0.08809	-28.26014	704.9165	200.38454	
0.08828	21.60711	770.53131	284.00525	
0.08848	219.67223	785.1192	312.81473	
0.08867	410.59604	668.72156	349.55902	
0.08887	412.36609	668.35535	365.97797	
0.08906	534.92841	804.34583	498.06207	
0.08926	878.81097	905.17902	375.19455	
0.08945	958.95258	808.80151	343.27219	
0.08965	786.70612	688.19238	190.9238	
0.08984	572.77136	409.19217	-45.8388	
0.09004	437.4523	168.88943	-105.96027	
0.09023	404.73648	136.11255	-279.54956	
0.09043	347.17856	344.9202	-334.97116	
0.09063	330.45441	563.00549	-128.66603	
0.09082	410.35187	555.19275	72.02368	
0.09102	500.01526	604.32751	110.11078	
0.09121	585.95538	708.63977	180.73061	
0.09141	576.12842	826.7464	138.12677	
0.0916	491.34799	825.58673	23.13303	
0.0918	470.35126	724.63147	117.74041	
0.09199	310.73947	634.11359	71.16917	
0.09219	56.82547	445.08194	-248.42067	
0.09238	-163.64024	192.44972	-429.76166	
0.09258	-188.72646	-97.65923	-658.89459	
0.09277	62.62398	-101.44353	-662.31268	
0.09297	227.79016	319.0405	-687.7041	
0.09316	409.2532	500.4425	-802.51471	
0.09336	374.03485	481.82623	-576.43359	
0.09355	119.57152	685.62885	-540.72693	
0.09375	185.12527	686.36127	-323.92346	
0.09395	140.38515	513.50446	72.51198	
0.09414	111.63671	429.63959	185.24734	
0.09434	180.79166	398.44965	133.67107	
0.09453	46.8154	390.02655	-96.92679	
0.09473	187.99402	188.84854	-286.14154	
0.09492	352.24463	4.57778	52.61391	
0.09512	369.39603	-89.54131	162.11432	
0.09531	503.8606	-111.39256	6.83615	
0.09551	552.2019	-4.33363	42.78695	
0.0957	569.65851	85.51286	-10.37629	
0.0959	605.12103	135.07492	-49.80621	
0.09609	719.01611	240.18066	-124.27137	
0.09629	853.54169	504.89822	78.73775	
0.09648	1008.88086	663.96069	169.80499	
0.09668	1156.10217	707.41907	200.3235	
0.09688	1040.37598	756.18762	309.88495	
0.09707	778.28302	662.98407	271.00436	
0.09727	559.16016	433.66803	218.32942	
0.09746	356.57828	269.60052	13.97748	
0.09766	124.75967	200.07935	-90.09064	
0.09785	184.39284	165.16617	-114.20026	
0.09805	268.62393	252.7543	-100.10071	
0.09824	279.18332	435.92639	24.04859	
0.09844	396.06921	634.23566	39.06369	
0.09863	408.82596	794.39679	37.72088	
0.09883	678.48749	823.3894	158.81833	
0.09902	962.37067	834.37604	204.71815	
0.09922	995.51379	886.50165	207.52586	
0.09941	953.03204	818.3233	270.63815	
0.09961	673.97076	662.12958	304.08643	
0.0998	309.39664	441.78595	252.63222	
0.1	11.47496	261.1774	124.21033	
0.1002	-67.99524	174.81003	54.50606	
0.10039	-87.64916	377.02567	61.89154	
0.10059	12.08533	535.11157	61.8305	
0.10078	342.78391	518.26532	150.2121	
0.10098	482.98593	355.11337	237.67815	
0.10117	633.19806	74.89243	233.83282	
0.10137	731.52869	315.01205	333.8725	
0.10156	717.73431	543.65674	498.97763	
0.10176	810.63263	549.76044	567.40015	
0.10195	804.77307	517.47186	527.54297	
0.10215	751.60986	377.94122	472.73172	
0.10234	372.20374	325.51044	418.53085	
0.10254	-58.83969	297.37234	266.24347	
0.10273	-0.67141	275.94836	111.69775	
0.10293	127.81152	364.94034	99.73449	
0.10312	227.8512	478.164	242.8663	
0.10332	108.27967	566.17938	289.62067	
0.10352	-45.96088	764.30554	227.30186	
0.10371	274.36139	806.66522	343.88257	
0.10391	553.91095	697.47003	442.27423	
0.1041	649.73907	665.97491	390.759	
0.1043	583.26978	613.91034	406.68967	
0.10449	470.04608	559.70947	457.28934	
0.10469	174.38277	400.28076	370.983	
0.10488	-421.94891	203.43639	484.2677	
0.10508	-333.44522	66.40828	629.59686	
0.10527	-246.22333	-65.73687	456.55692	
0.10547	-272.4082	-18.25007	399.79248	
0.10566	-284.18835	-3.66222	432.69144	
0.10586	-374.03485	42.66488	459.48666	
0.10605	275.70422	49.1348	448.37793	
0.10625	638.87445	-99.97864	484.87808	
0.10645	546.52545	-65.00443	581.6828	
0.10664	655.11035	-74.83138	609.14948	
0.10684	652.42468	-222.29683	743.98022	
0.10703	544.38916	-70.19257	629.23065	
0.10723	423.29172	20.08118	522.3548	
0.10742	-72.38991	-201.4832	599.1394	
0.10762	-245.49089	-61.15909	368.3584	
0.10781	-315.07309	83.62071	283.94421	
0.10801	-451.85706	48.46339	277.1691	
0.1082	-159.00143	132.02307	-62.07465	
0.1084	-140.26308	222.78513	96.07227	
0.10859	-61.09806	283.88318	683.98083	
0.10879	-84.96353	138.37093	695.76099	
0.10898	-65.43169	199.34691	722.73932	
0.10918	248.90897	532.36487	898.64801	
0.10938	463.39304	622.45551	664.93726	
0.10957	417.7984	663.47241	458.57114	
0.10977	154.36263	671.65137	239.082	
0.10996	-152.16528	549.88251	-67.38487	
0.11016	-585.22296	472.54861	2.38044	
0.11035	-675.00842	444.10535	249.6414	
0.11055	-637.0434	436.2926	174.62691	
0.11074	-394.90952	400.70804	86.67257	
0.11094	-27.16147	438.18475	-98.94101	
0.11113	-14.40474	561.60162	-151.12766	
0.11133	178.59431	707.35803	-7.50755	
0.11152	350.29144	803.49133	-57.49687	
0.11172	145.02396	862.26996	149.47966	
0.11191	165.28825	926.60297	250.55696	
0.11211	156.43788	905.05695	125.55315	
0.1123	-130.25301	862.08685	82.82723	
0.1125	-199.77417	757.71356	-132.5724	
0.1127	-267.03696	565.6911	-674.0318	
0.11289	-128.66603	530.10651	-763.26794	
0.11309	-146.36678	514.78619	-510.87985	
0.11328	-147.77063	446.72995	-479.81201	
0.11348	-11.59703	505.81378	-238.4106	
0.11367	-142.03314	577.47125	-127.26218	
0.11387	152.10425	717.67328	-6.16474	
0.11406	300.48523	887.66138	-19.89807	
0.11426	315.5614	1035.55408	69.33805	
0.11445	253.24258	1105.2583	-24.04859	
0.11465	172.06335	1152.80615	-101.87078	
0.11484	189.03165	953.52032	655.5376	
0.11504	-368.54153	400.89114	532.18176	
0.11523	-553.78888	177.67876	112.30811	
0.11543	-405.95721	128.23877	125.98041	
0.11562	-465.10208	270.08881	148.68617	
0.11582	-415.11276	518.50946	182.13446	
0.11602	-322.33649	471.81616	210.94394	
0.11621	-138.92026	459.54773	505.32547	
0.11641	5.18815	337.22952	527.23779	
0.1166	73.48857	501.4191	628.43713	
0.1168	157.7807	705.52692	716.51355	
0.11699	254.70747	531.87659	599.9939	
0.11719	228.82779	472.48755	634.90704	
0.11738	52.4308	352.54984	615.07007	
0.11758	18.67733	212.59193	478.71335	
0.11777	122.68441	-364.57413	313.73029	
0.11797	1.40385	-461.68402	423.65796	
0.11816	-15.80859	-88.13746	571.55066	
0.11836	118.717	-317.39249	374.88937	
0.11855	3.54015	-298.71518	224.79935	
0.11875	-26.85629	-277.23013	191.65623	
0.11895	99.30723	-69.21598	247.74925	
0.11914	100.22279	241.58452	519.54712	
0.11934	206.97653	170.53743	683.30945	
0.11953	519.30298	241.64555	562.9444	
0.11973	587.48132	357.92108	445.0209	
0.11992	386.9747	290.78036	432.02002	
0.12012	295.48019	7.26341	286.81296	
0.12031	202.88705	-164.00647	117.80145	
0.12051	77.51701	-311.96021	58.47346	
0.1207	115.23789	-492.08044	-67.50694	
0.1209	245.79608	-341.80731	-3.05185	
0.12109	507.03452	-216.74245	104.98367	
0.12129	280.15991	-99.18516	191.16794	
0.12148	195.62364	97.23197	317.94183	
0.12168	599.9939	88.13746	289.55963	
0.12188	604.38855	91.31138	351.26804	
0.12207	661.51923	222.54097	227.60704	
0.12227	603.83923	158.39107	255.80615	
0.12246	422.25409	-144.96292	196.0509	
0.12266	462.47748	-278.02362	-51.21006	
0.12285	465.04105	-206.30513	200.44557	
0.12305	466.26178	-333.38419	252.63222	
0.12324	532.30383	-295.84644	-17.39555	
0.12344	538.04132	-75.07553	41.32206	
0.12363	581.92694	-70.61983	261.23843	
0.12383	705.22174	123.78307	255.19577	
0.12402	591.32666	204.10779	305.36819	
0.12422	526.38324	121.09744	402.17291	
0.12441	561.9068	102.48116	480.6055	
0.12461	275.03281	-13.91644	502.02948	
0.1248	106.20441	-117.86248	528.6416	
