采样时间：2026-05-30 12:20:23
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
7.07812	-360.72879	-345.40848	-309.51874	
7.07832	-333.26212	-333.62836	-312.08228	
7.07852	-306.58896	-279.85474	-284.31042	
7.07871	-277.47427	-246.58955	-255.7451	
7.07891	-213.6906	-214.66719	-208.31935	
7.0791	-174.07758	-157.17032	-130.25301	
7.0793	-104.49538	-88.25953	-34.66903	
7.07949	-24.17066	-5.37126	26.18488	
7.07969	52.61391	48.15821	58.83969	
7.07988	23.19407	5.37126	53.71258	
7.08008	-156.01062	-162.60262	-50.59969	
7.08027	-288.03369	-271.37057	-161.68706	
7.08047	-328.68436	-329.1116	-211.92053	
7.08066	-333.75043	-348.8876	-275.82629	
7.08086	-309.45767	-334.54391	-335.82568	
7.08105	-290.96347	-344.73709	-324.53384	
7.08125	-255.01266	-294.50363	-277.04703	
7.08145	-183.84351	-201.23904	-215.27757	
7.08164	-107.85241	-107.97449	-117.61833	
7.08184	-55.2385	-33.20414	-31.9834	
7.08203	-6.46992	45.04532	-21.79022	
7.08223	38.45332	81.54546	12.63466	
7.08242	-21.79022	22.76681	32.53273	
7.08262	-187.56676	-130.19196	-122.86752	
7.08281	-296.02954	-268.62393	-245.674	
7.08301	-342.84494	-311.41086	-278.51193	
7.0832	-389.96552	-317.57562	-283.578	
7.0834	-351.32907	-324.1676	-266.67075	
7.08359	-286.44672	-300.5463	-270.88229	
7.08379	-265.75519	-247.56615	-237.43401	
7.08398	-216.55934	-222.11371	-187.32262	
7.08418	-145.69536	-146.91611	-107.05893	
7.08438	-81.17924	-45.71673	-14.89303	
7.08457	-16.72414	15.38133	27.0394	
7.08477	41.3831	51.75939	53.40739	
7.08496	-2.56355	12.02429	70.86398	
7.08516	-196.78336	-109.8056	-44.61806	
7.08535	-307.93176	-248.35963	-215.09445	
7.08555	-306.89413	-319.46774	-284.06628	
7.08574	-339.18271	-332.46863	-294.38153	
7.08594	-339.9762	-354.38092	-294.56467	
7.08613	-293.3439	-319.65088	-288.522	
7.08633	-214.85031	-243.90393	-240.91312	
7.08652	-157.2924	-194.76913	-184.88113	
7.08672	-113.34574	-120.24293	-122.98959	
7.08691	-53.77361	-43.39732	-40.34547	
7.08711	11.16977	56.15406	32.16651	
7.0873	62.07465	104.19019	67.69006	
7.0875	-16.35792	19.10459	44.80117	
7.0877	-176.21387	-129.21536	-70.74191	
7.08789	-273.75104	-246.16229	-225.95905	
7.08809	-307.50452	-292.97769	-321.05472	
7.08828	-314.46271	-325.75458	-330.69858	
7.08848	-333.62836	-333.20108	-315.50037	
7.08867	-326.30389	-294.25946	-283.2728	
7.08887	-225.34868	-222.05267	-233.4666	
7.08906	-157.65862	-159.4287	-159.6118	
7.08926	-101.13834	-97.35404	-73.06131	
7.08945	-16.17481	-23.07199	-49.37895	
7.08965	13.24503	13.00089	30.76266	
7.08984	25.69658	35.2794	107.18101	
7.09004	-74.70931	-1.40385	69.76531	
7.09023	-211.43224	-126.65182	-92.59315	
7.09043	-258.98007	-228.64467	-263.802	
7.09062	-333.50629	-271.12643	-308.05383	
7.09082	-312.32642	-274.36139	-312.81473	
7.09102	-243.59874	-281.68585	-307.13828	
7.09121	-262.21503	-274.05621	-265.99933	
7.09141	-223.27342	-260.07874	-224.49416	
7.0916	-158.08588	-208.68556	-177.06839	
7.0918	-83.49864	-110.9653	-81.54546	
7.09199	7.44652	-67.87316	-26.61214	
7.09219	52.00354	-31.61718	23.37718	
7.09238	33.6314	-0.85452	85.63494	
7.09258	-91.55553	-47.24265	61.52531	
7.09277	-218.1463	-161.80914	-85.87909	
7.09297	-266.24347	-231.20822	-235.35875	
7.09316	-319.16257	-251.41148	-291.57385	
7.09336	-313.30301	-299.50867	-309.88495	
7.09355	-273.87311	-280.77029	-302.37738	
7.09375	-274.30035	-210.45564	-274.48346	
7.09395	-201.4832	-173.34514	-229.43816	
7.09414	-143.6201	-131.04648	-167.05832	
7.09434	-107.60826	-85.0856	-86.85567	
7.09453	-28.93155	-16.96829	-41.56621	
7.09473	7.62963	10.68148	25.33036	
7.09492	-19.59288	8.78933	78.85983	
7.09512	-166.81418	-28.56532	17.39555	
7.09531	-271.49265	-174.50484	-121.70782	
7.09551	-298.59311	-226.8746	-263.86304	
7.0957	-363.04819	-250.25179	-311.59399	
7.0959	-367.32077	-312.9368	-313.54718	
7.09609	-352.97708	-294.99191	-279.30539	
7.09629	-335.39841	-272.34717	-224.18896	
7.09648	-283.88318	-202.09357	-173.65031	
7.09668	-179.63194	-116.15345	-125.43108	
7.09688	-71.10812	-100.589	-82.33894	
7.09707	-48.34132	-40.10132	-11.65807	
7.09727	0.06104	-7.93481	29.72503	
7.09746	-7.56859	-19.2877	60.97598	
7.09766	-133.48796	-89.41924	13.24503	
7.09785	-250.37386	-242.68318	-144.71877	
7.09805	-330.33234	-282.47931	-256.90482	
7.09824	-330.33234	-309.94598	-269.53949	
7.09844	-314.70688	-332.65176	-278.69504	
7.09863	-302.25531	-323.37411	-296.27368	
7.09883	-246.16229	-311.16672	-249.09207	
7.09902	-196.72231	-221.32024	-197.39372	
7.09922	-156.74306	-124.6376	-146.48885	
7.09941	-89.84649	-69.21598	-83.31553	
7.09961	1.70904	-34.11969	-1.89215	
7.0998	30.51851	15.44237	39.55199	
7.1	-15.56444	32.71584	-1.52593	
7.1002	-111.14841	-68.23939	-45.28947	
7.10039	-217.4749	-178.71638	-153.75226	
7.10059	-271.2485	-221.50334	-273.69	
7.10078	-334.54391	-303.17087	-311.22775	
7.10098	-361.64435	-313.30301	-316.78214	
7.10117	-336.80228	-296.82303	-297.06717	
7.10137	-298.95932	-279.7937	-279.36642	
7.10156	-236.51845	-192.63283	-224.86038	
7.10176	-188.84854	-132.26723	-145.75641	
7.10195	-116.51967	-69.82635	-88.32056	
7.10215	-49.6231	4.51674	-36.92739	
7.10234	17.27348	59.57213	1.95318	
7.10254	11.90222	55.48265	41.56621	
7.10273	-142.82663	-64.21095	-52.00354	
7.10293	-288.82718	-211.3712	-228.7057	
7.10312	-366.46625	-251.16733	-284.06628	
7.10332	-389.53827	-271.98096	-290.29205	
7.10352	-387.40195	-273.01859	-319.46774	
7.10371	-316.17175	-279.73267	-318.24701	
7.10391	-221.07608	-278.38983	-289.62067	
7.1041	-208.38039	-201.78839	-233.10037	
7.1043	-164.92203	-133.0607	-154.72884	
7.10449	-74.22102	-75.62486	-73.79375	
7.10469	-0.30519	-20.32533	3.11289	
7.10488	38.88058	43.94666	39.42991	
7.10508	13.79437	13.91644	49.6231	
7.10527	-105.04471	-142.03314	-71.7185	
7.10547	-244.81949	-310.98361	-207.15964	
7.10566	-312.14331	-343.08908	-225.40971	
7.10586	-338.20612	-341.319	-246.34541	
7.10605	-297.55548	-380.19958	-278.81711	
7.10625	-275.39902	-333.14005	-306.16168	
7.10645	-246.83371	-297.61652	-258.43073	
7.10664	-153.93536	-222.9072	-168.58424	
7.10684	-115.84826	-135.99048	-106.26545	
7.10703	-39.12473	-56.15406	-34.60799	
7.10723	18.25007	29.8471	9.3997	
7.10742	34.73006	40.77273	23.2551	
7.10762	11.71911	9.58281	52.4308	
7.10781	-155.70543	-115.35996	-72.8782	
7.10801	-276.68082	-241.52348	-270.02777	
7.1082	-314.2796	-292.24524	-295.54126	
7.1084	-352.18359	-308.84732	-280.34302	
7.10859	-352.00049	-284.92081	-280.77029	
7.10879	-294.01532	-247.01682	-273.93414	
7.10898	-246.34541	-209.41801	-266.54868	
7.10918	-231.87964	-174.19965	-200.20142	
7.10938	-151.24973	-131.35167	-115.54308	
7.10957	-80.26368	-58.77865	-27.71081	
7.10977	-25.81866	4.76089	28.44325	
7.10996	18.61629	41.13895	34.36384	
7.11016	-48.95169	-5.79852	55.36058	
7.11035	-167.97388	-140.32411	-70.80294	
7.11055	-296.63992	-248.54274	-277.47427	
7.11074	-349.62006	-312.20435	-314.52377	
7.11094	-337.47366	-344.12671	-302.56052	
7.11113	-346.20197	-333.50629	-298.1048	
7.11133	-311.16672	-292.1842	-282.60141	
7.11152	-243.29356	-238.47163	-242.92734	
7.11172	-164.98306	-168.58424	-188.72646	
7.11191	-95.03464	-109.86663	-150.94455	
7.11211	-35.58458	-63.17331	-53.16324	
7.1123	31.9834	6.592	40.65065	
7.1125	45.89984	72.81716	87.03879	
7.1127	-35.95081	5.12711	22.03436	
7.11289	-182.92795	-178.04498	-129.70366	
7.11309	-295.35812	-271.00436	-255.25682	
7.11328	-351.63428	-305.49026	-320.44434	
7.11348	-356.51724	-338.93857	-322.45856	
7.11367	-314.46271	-323.9845	-331.61414	
7.11387	-262.52023	-296.57889	-295.84644	
7.11406	-201.4832	-240.05859	-239.5703	
7.11426	-154.30159	-203.61949	-178.22809	
7.11445	-106.26545	-161.01566	-90.39583	
7.11465	-54.38398	-69.15495	-44.98428	
7.11484	-19.47081	2.74667	29.54192	
7.11504	1.95318	48.28028	104.61745	
7.11523	-43.94666	10.49837	75.56383	
7.11543	-151.55492	-133.97626	-54.5671	
7.11562	-231.87964	-262.6423	-246.65059	
7.11582	-318.79636	-280.89236	-340.34241	
7.11602	-346.44611	-305.24612	-330.75961	
7.11621	-317.69769	-329.90509	-290.04791	
7.11641	-296.21265	-277.47427	-245.42986	
7.1166	-207.34276	-201.30009	-244.81949	
7.1168	-156.68202	-150.70039	-189.09268	
7.11699	-84.35316	-89.11404	-93.26456	
7.11719	-24.17066	-19.59288	-20.56948	
7.11738	-6.592	8.78933	24.71999	
7.11758	-1.09867	36.98843	72.8782	
7.11777	-139.40855	-55.66576	49.86724	
7.11797	-236.82364	-186.46809	-98.51375	
7.11816	-261.66571	-274.78867	-227.66808	
7.11836	-314.2796	-322.39752	-307.07724	
7.11855	-345.59161	-307.26035	-320.3833	
7.11875	-310.19012	-323.74036	-308.05383	
7.11895	-261.97089	-251.89978	-292.0011	
7.11914	-239.50926	-204.47401	-214.85031	
7.11934	-173.95551	-176.88528	-168.76736	
7.11953	-116.15345	-70.55879	-132.3893	
7.11973	-53.5905	-9.94903	-45.22843	
7.11992	24.96414	43.33628	17.1514	
7.12012	-46.14399	43.09214	71.77953	
7.12031	-180.12024	-36.74429	29.48088	
7.12051	-262.94748	-159.00143	-111.81982	
7.1207	-321.48196	-240.36378	-200.50661	
7.1209	-351.14597	-264.53445	-261.66571	
7.12109	-367.99219	-307.26035	-292.61148	
7.12129	-337.8399	-310.92258	-295.17502	
7.12148	-315.50037	-285.10391	-266.54868	
7.12168	-246.65059	-234.26009	-184.39284	
7.12188	-153.08084	-155.40025	-142.88766	
7.12207	-100.22279	-90.15168	-98.33064	
7.12227	-60.73183	-43.33628	-8.66726	
7.12246	-17.70074	3.41807	30.70162	
7.12266	-5.24918	19.10459	72.32887	
7.12285	-157.10928	-78.9819	26.12384	
7.12305	-303.72021	-200.26247	-125.73626	
7.12324	-325.99872	-279.24435	-220.52675	
7.12344	-313.79132	-324.90005	-287.30124	
7.12363	-318.30804	-344.18774	-308.84732	
7.12383	-315.62244	-335.94775	-303.47604	
7.12402	-266.42657	-276.49768	-248.7869	
7.12422	-218.1463	-221.80853	-176.76321	
7.12441	-161.13773	-138.43196	-143.437	
7.12461	-86.36738	-71.04709	-83.07138	
7.1248	-18.98251	-33.50932	-39.49095	
7.125	19.65392	17.88385	-11.65807	
7.1252	-7.20237	2.68563	-5.98163	
7.12539	-124.88174	-90.45686	-64.69924	
7.12559	-224.49416	-182.86691	-163.76233	
7.12578	-286.08051	-236.09119	-252.38808	
7.12598	-324.22864	-285.95844	-311.28879	
7.12617	-304.75784	-282.96762	-329.41678	
7.12637	-299.75281	-265.08377	-350.29144	
7.12656	-264.9617	-232.85623	-290.65829	
7.12676	-221.07608	-162.72469	-161.38188	
7.12695	-162.41951	-93.99701	-134.52559	
7.12715	-56.8865	-32.6548	-71.65746	
7.12734	-4.39467	-1.40385	8.17896	
7.12754	29.72503	53.28532	45.89984	
7.12773	3.90637	56.15406	82.88828	
7.12793	-140.32411	-39.30784	-15.38133	
7.12813	-261.48257	-170.1712	-162.11432	
7.12832	-325.75458	-256.66068	-246.89474	
7.12852	-351.26804	-277.71844	-286.69089	
7.12871	-344.79813	-314.0965	-289.3765	
7.12891	-319.40671	-318.55222	-317.33145	
7.1291	-260.50601	-255.68407	-283.578	
7.1293	-217.9632	-190.55757	-194.09772	
7.12949	-170.35432	-128.54396	-121.46367	
7.12969	-94.48531	-75.74694	-38.20918	
7.12988	-2.99081	-23.31614	2.86874	
7.13008	73.97687	21.24088	35.15732	
7.13027	36.01184	24.17066	75.19761	
7.13047	-130.98544	-72.8782	19.59288	
7.13066	-237.67815	-218.32942	-143.07077	
7.13086	-251.89978	-282.35724	-257.20999	
7.13105	-295.35812	-327.09738	-279.6106	
7.13125	-304.94095	-296.51785	-311.22775	
7.13145	-297.25027	-257.3931	-316.78214	
7.13164	-281.31961	-256.35547	-271.43161	
7.13184	-226.20319	-175.66454	-197.82098	
7.13203	-171.75818	-94.79049	-131.47374	
7.13223	-77.76116	-40.40651	-60.73183	
7.13242	-1.83111	21.54607	3.66222	
7.13262	54.99435	68.4225	39.61303	
7.13281	19.16562	38.45332	69.94843	
7.13301	-158.69624	-69.33805	-66.34724	
7.1332	-258.91904	-205.14542	-210.76083	
7.1334	-303.65918	-268.50186	-224.00586	
7.13359	-352.3667	-280.34302	-278.26776	
7.13379	-324.1676	-272.59134	-319.58984	
7.13398	-257.3931	-219.00082	-309.82391	
7.13418	-230.10956	-200.75076	-242.80527	
7.13438	-189.82513	-174.87106	-173.71135	
7.13457	-134.2204	-107.48619	-128.36086	
7.13477	-90.76205	-48.09717	-51.75939	
7.13496	-38.88058	10.62044	10.43733	
7.13516	-8.17896	58.0462	54.44502	
7.13535	-36.56117	25.51347	76.47939	
7.13555	-182.86691	-97.04886	-74.28205	
7.13574	-274.17828	-238.77682	-262.70334	
7.13594	-267.83044	-323.25204	-263.92407	
7.13613	-315.19516	-319.34567	-291.69592	
7.13633	-339.36581	-294.80881	-335.76465	
7.13652	-284.7377	-263.19162	-308.54214	
7.13672	-236.39638	-227.42393	-272.5303	
7.13691	-188.29921	-194.83017	-172.00232	
7.13711	-102.48116	-132.32826	-89.41924	
7.1373	-56.64235	-62.92916	-25.14725	
7.1375	-18.73837	4.21155	36.4391	
7.1377	44.92324	25.33036	78.31049	
7.13789	-13.24503	-47.85302	76.35731	
7.13809	-169.43877	-153.93536	-75.56383	
7.13828	-273.75104	-237.73918	-239.26512	
7.13848	-323.49619	-293.40494	-298.34894	
7.13867	-355.11337	-326.54807	-305.30716	
7.13887	-360.30151	-310.31219	-324.53384	
7.13906	-291.20761	-254.21918	-345.04227	
7.13926	-202.27669	-211.73741	-299.93591	
7.13945	-115.78722	-166.63106	-216.01001	
7.13965	-53.22428	-126.10248	-126.04144	
7.13984	-21.17985	-71.84057	-39.2468	
7.14004	19.83703	-20.81362	40.77273	
7.14023	19.47081	47.54784	108.09656	
7.14043	-59.51109	17.6397	41.13895	
7.14062	-168.58424	-146.06158	-154.42366	
7.14082	-227.79016	-267.95251	-274.23932	
7.14102	-295.7854	-337.53473	-305.6734	
7.14121	-349.92523	-336.61917	-325.08316	
7.14141	-343.15012	-346.75131	-321.23782	
7.1416	-289.25443	-324.28967	-278.14569	
7.1418	-200.75076	-270.27191	-241.64555	
7.14199	-127.50633	-224.92142	-168.58424	
7.14219	-58.90072	-128.91019	-112.67434	
7.14238	-2.92978	-42.84799	-96.31641	
7.14258	18.18903	19.16562	-24.35377	
7.14277	20.4474	20.87466	46.75436	
7.14297	-87.58812	-51.69836	-19.53185	
7.14316	-244.14807	-174.56587	-171.02573	
7.14336	-310.12909	-272.34717	-247.68822	
7.14355	-361.40018	-295.48019	-405.2858	
7.14375	-352.48877	-299.08139	-425.73322	
7.14395	-307.80969	-282.90659	-297.00613	
7.14414	-260.99429	-246.89474	-274.8497	
7.14434	-214.11786	-200.68971	-202.03253	
7.14453	-161.74809	-134.58662	-154.6678	
7.14473	-67.07968	-59.81628	-116.76382	
7.14492	-18.61629	-31.37303	-58.5345	
7.14512	26.24592	0.30519	-10.19318	
7.14531	5.67644	58.77865	23.92651	
7.14551	-118.717	-18.43318	-23.01096	
7.1457	-226.93564	-142.21625	-109.74456	
7.1459	-285.34805	-195.13535	-220.16052	
7.14609	-330.0882	-234.01593	-311.83813	
7.14629	-381.72552	-301.33975	-332.22449	
7.14648	-360.36255	-297.00613	-300.85147	
7.14668	-288.03369	-248.4817	-242.80527	
7.14688	-244.81949	-228.7057	-178.22809	
7.14707	-212.89713	-145.75641	-146.54988	
7.14727	-148.44203	-69.46013	-89.41924	
7.14746	-56.94754	5.37126	-24.35377	
7.14766	32.6548	16.72414	25.14725	
7.14785	5.00504	-0.91556	85.39079	
7.14805	-149.47966	-88.74783	11.59703	
7.14824	-261.66571	-268.07458	-136.60085	
7.14844	-295.84644	-341.62421	-231.69652	
7.14863	-335.70361	-347.23959	-276.74185	
7.14883	-356.70035	-319.40671	-276.31458	
7.14902	-306.8331	-323.43515	-278.81711	
7.14922	-274.23932	-285.16495	-270.76022	
7.14941	-240.42482	-198.37032	-225.22659	
7.14961	-159.67284	-140.81241	-146.48885	
7.1498	-91.49449	-83.43761	-53.5905	
7.15	-40.46754	-58.35139	6.592	
7.1502	14.09955	2.86874	8.42311	
7.15039	-1.70904	31.37303	19.53185	
7.15059	-111.20945	-48.21925	-22.88888	
7.15078	-228.46156	-166.99728	-161.44292	
7.15098	-289.98688	-236.57948	-272.65237	
7.15117	-313.60822	-251.35045	-336.68021	
7.15137	-312.87576	-255.37889	-367.50391	
7.15156	-294.44257	-253.85297	-377.63605	
7.15176	-302.25531	-292.36731	-320.81058	
7.15195	-236.45741	-265.69415	-220.46571	
7.15215	-150.57832	-139.04233	-151.73802	
7.15234	-81.91168	-35.95081	-79.83642	
7.15254	13.55022	-2.92978	6.04267	
7.15273	43.51939	25.8797	53.28532	
7.15293	-21.05777	33.20414	29.05362	
7.15312	-175.42039	-66.53035	-70.19257	
7.15332	-286.20258	-163.33507	-201.60527	
7.15352	-317.57562	-242.62215	-251.53355	
7.15371	-343.88257	-289.31546	-288.64407	
7.15391	-336.68021	-307.68762	-326.85324	
7.1541	-297.73859	-308.48108	-293.71014	
7.1543	-269.66156	-226.20319	-235.29771	
7.15449	-213.14127	-157.47551	-168.15698	
7.15469	-126.40767	-118.04559	-121.15849	
7.15488	-77.51701	-74.95346	-48.82962	
7.15508	-24.78103	-16.11377	28.01599	
7.15527	46.08295	23.49925	72.02368	
7.15547	48.34132	-6.77511	88.07642	
7.15566	-94.11908	-126.71285	-31.25095	
7.15586	-248.97	-229.07193	-206.67134	
7.15605	-309.94598	-285.53119	-257.82037	
7.15625	-327.15842	-341.86835	-260.87222	
7.15645	-322.94687	-321.6651	-289.01028	
7.15664	-322.45856	-298.40997	-271.43161	
7.15684	-273.44583	-284.12732	-245.674	
7.15703	-207.28172	-217.10867	-203.61949	
7.15723	-162.11432	-125.73626	-128.91019	
7.15742	-116.70278	-50.53865	-33.1431	
7.15762	-33.69244	-8.42311	32.89895	
7.15781	36.25599	17.33451	76.60146	
7.15801	-49.07376	15.9917	86.36738	
7.1582	-203.55846	-86.30634	-88.68679	
7.1584	-309.3356	-215.64378	-230.17059	
7.15859	-343.7605	-277.59637	-298.53207	
7.15879	-338.02301	-296.09058	-326.30389	
7.15898	-327.34152	-324.71695	-284.31042	
7.15918	-311.41086	-314.03546	-307.38242	
7.15938	-272.89651	-272.83548	-287.0571	
7.15957	-189.58098	-248.35963	-214.48409	
7.15977	-112.43019	-156.13269	-140.01892	
7.15996	-74.15998	-75.99109	-50.47762	
7.16016	-45.71673	-10.13214	27.46666	
7.16035	-29.11466	36.07288	48.6465	
7.16055	-45.04532	6.16474	68.17835	
7.16074	-155.88855	-91.43346	16.90726	
7.16094	-283.33383	-190.37447	-152.71461	
7.16113	-295.17502	-290.16998	-248.4817	
7.16133	-338.8165	-381.54242	-274.97177	
7.16152	-344.43188	-344.24878	-300.60733	
7.16172	-267.52527	-326.91428	-274.42242	
7.16191	-241.76764	-279.7937	-206.67134	
7.16211	-198.24823	-174.4438	-181.52409	
7.1623	-117.80145	-123.47789	-164.5558	
7.1625	-17.6397	-55.7268	-79.4702	
7.1627	46.51021	16.84622	19.2877	
7.16289	55.48265	76.23524	64.33302	
7.16309	-16.78518	18.06696	67.32383	
7.16328	-169.37773	-100.22279	-34.7911	
7.16348	-283.2728	-184.88113	-204.22986	
7.16367	-330.2713	-256.72171	-259.22421	
7.16387	-335.27634	-293.40494	-273.87311	
7.16406	-319.83398	-291.75696	-306.34479	
7.16426	-307.38242	-243.5377	-284.98184	
7.16445	-243.41563	-209.35698	-261.1774	
7.16465	-138.06573	-145.81744	-223.5786	
7.16484	-81.17924	-67.44591	-134.34248	
7.16504	-44.61806	-65.61479	-45.47258	
7.16523	17.6397	-27.77184	25.08621	
7.16543	33.6314	47.60888	79.53123	
7.16562	-49.25687	41.81036	62.07465	
7.16582	-154.60677	-98.87997	-68.97183	
7.16602	-241.40141	-280.03784	-220.64882	
7.16621	-299.2645	-302.74362	-295.72437	
7.16641	-321.90924	-277.90155	-316.47693	
7.1666	-319.52881	-281.80792	-285.04288	
7.1668	-266.79282	-264.22925	-243.23251	
7.16699	-214.05682	-221.68645	-247.8103	
7.16719	-144.65773	-132.45033	-210.27254	
7.16738	-48.28028	-65.85894	-129.09329	
7.16758	-2.1363	-33.08207	-44.61806	
7.16777	7.7517	12.26844	28.87051	
7.16797	-9.52178	49.74517	65.49272	
7.16816	-65.61479	-26.00177	37.53777	
7.16836	-163.82336	-138.98129	-102.54219	
7.16855	-259.59045	-205.08438	-259.40732	
7.16875	-307.56555	-269.78363	-339.18271	
7.16895	-348.76553	-307.0162	-313.24197	
7.16914	-336.68021	-287.17917	-294.86984	
7.16934	-265.87726	-236.64052	-281.99103	
7.16953	-213.6906	-178.53328	-222.54097	
7.16973	-157.04825	-141.23965	-178.35017	
7.16992	-95.03464	-115.60411	-107.60826	
7.17012	-22.21747	-69.76531	-62.9902	
7.17031	31.61718	-30.15229	-2.86874	
7.17051	12.08533	16.35792	46.20502	
7.1707	-97.72027	-24.2317	11.59703	
7.1709	-224.49416	-147.8927	-79.59227	
7.17109	-277.41324	-233.6497	-209.90631	
7.17129	-339.42685	-276.13147	-292.36731	
7.17148	-393.38358	-297.49442	-321.84821	
7.17168	-381.96967	-303.84229	-305.55133	
7.17188	-344.18774	-286.69089	-246.46748	
7.17207	-266.73178	-207.40379	-189.7641	
7.17227	-172.97891	-158.269	-175.17624	
7.17246	-85.0856	-136.23462	-131.59581	
7.17266	-13.91644	-55.60472	-34.24177	
7.17285	42.90902	-16.29688	17.02933	
7.17305	47.18161	25.02518	58.35139	
7.17324	-64.57716	-47.24265	21.36296	
7.17344	-189.64201	-200.50661	-114.68856	
7.17363	-271.00436	-280.34302	-193.18216	
7.17383	-321.84821	-320.81058	-255.92822	
7.17402	-322.33649	-319.77295	-304.02539	
7.17422	-270.27191	-325.87665	-296.9451	
7.17441	-256.66068	-302.68259	-263.55786	
7.17461	-236.88467	-222.29683	-208.31935	
7.1748	-158.51314	-167.30247	-151.98218	
7.175	-68.97183	-143.68114	-81.60649	
7.1752	23.13303	-50.23347	-37.96503	
7.17539	55.29954	4.15052	-1.58696	
7.17559	30.88473	15.86963	42.17658	
7.17578	-99.24619	-58.65657	0.61037	
7.17598	-226.38631	-201.4832	-137.08914	
7.17617	-304.26953	-258.43073	-251.83875	
7.17637	-363.04819	-292.79459	-309.64081	
7.17656	-354.56406	-285.04288	-337.41263	
7.17676	-329.90509	-293.46597	-314.64584	
7.17695	-268.68497	-272.5303	-304.87991	
7.17715	-223.76172	-213.81268	-257.57623	
7.17734	-181.09683	-145.69536	-175.29832	
7.17754	-95.76708	-83.68176	-111.57567	
7.17773	-38.33125	-27.77184	-26.85629	
7.17793	13.73333	48.21925	33.69244	
7.17812	-2.31941	-3.7843	32.22755	
7.17832	-155.52232	-91.92175	-60.12146	
7.17852	-270.69919	-217.23074	-191.96143	
7.17871	-327.64673	-290.23102	-233.71074	
7.17891	-377.88019	-299.20346	-280.46509	
7.1791	-383.31247	-342.29559	-328.9285	
7.1793	-356.45618	-305.85651	-293.09976	
7.17949	-309.39664	-246.58955	-259.04111	
7.17969	-264.71756	-190.61861	-177.73979	
7.17988	-168.58424	-143.437	-98.33064	
7.18008	-60.24354	-79.65331	-28.32118	
7.18027	7.38548	5.24918	38.33125	
7.18047	66.10309	58.22932	53.95673	
7.18066	34.54695	-6.46992	45.65569	
7.18086	-136.23462	-129.45952	-53.77361	
7.18105	-265.93829	-237.31194	-168.46217	
7.18125	-286.69089	-307.93176	-219.06186	
7.18145	-329.53888	-323.12997	-301.33975	
7.18164	-340.76968	-354.25885	-356.39514	
7.18184	-325.75458	-350.59665	-327.40256	
7.18203	-295.05295	-300.48523	-272.34717	
7.18223	-195.56261	-225.16556	-180.24231	
7.18242	-116.64175	-143.19284	-104.19019	
7.18262	-68.78872	-61.15909	-48.58547	
7.18281	-4.82192	16.35792	-5.49333	
7.18301	66.59138	36.50014	55.11643	
7.1832	4.82192	-13.67229	80.38576	
7.1834	-224.12793	-115.9093	-56.52028	
7.18359	-333.38419	-218.02423	-227.24081	
7.18379	-318.79636	-308.35901	-345.95782	
7.18398	-376.84256	-358.95871	-355.9679	
7.18418	-377.14774	-343.88257	-312.81473	
7.18438	-324.47278	-312.99783	-322.45856	
7.18457	-313.54718	-254.34126	-279.36642	
7.18477	-244.20911	-205.63371	-213.08023	
7.18496	-158.20795	-141.789	-137.21121	
7.18516	-81.7896	-46.93747	-39.30784	
7.18535	-10.07111	26.73421	21.91229	
7.18555	10.49837	69.76531	59.81628	
7.18574	-56.15406	-4.51674	65.30961	
7.18594	-239.02097	-158.269	-25.02518	
7.18613	-360.17944	-250.98422	-185.9798	
7.18633	-372.02063	-288.27783	-271.12643	
7.18652	-348.46033	-348.7045	-295.66333	
7.18672	-315.92761	-353.77057	-313.60822	
7.18691	-281.92999	-321.90924	-300.97354	
7.18711	-218.87875	-286.38568	-258.43073	
7.1873	-198.06512	-216.13208	-177.92291	
7.1875	-154.54573	-139.59166	-104.92264	
7.1877	-70.37569	-50.23347	-24.04859	
7.18789	-18.18903	8.97244	57.74102	
7.18809	37.41569	52.85806	65.1265	
7.18828	-8.11792	18.06696	54.0788	
7.18848	-161.32085	-142.4604	-23.19407	
7.18867	-280.83133	-262.58127	-206.36617	
7.18887	-346.32404	-297.92169	-299.75281	
7.18906	-368.23633	-336.06982	-299.38657	
7.18926	-352.18359	-348.58243	-303.35397	
7.18945	-316.47693	-336.74124	-290.04791	
7.18965	-263.74097	-289.07132	-297.06717	
7.18984	-205.38957	-205.99994	-236.39638	
7.19004	-119.08322	-140.07996	-128.54396	
7.19023	-46.26606	-55.05539	-74.40413	
7.19043	-22.88888	16.78518	15.68651	
7.19063	-10.92563	49.68413	52.30872	
7.19082	-94.66842	-12.45155	32.47169	
7.19102	-221.80853	-155.09506	-38.51436	
7.19121	-300.79044	-278.20673	-211.92053	
7.19141	-336.19189	-322.88583	-307.44345	
7.1916	-350.65768	-300.42419	-348.21619	
7.1918	-328.86746	-318.85739	-333.56732	
7.19199	-261.72675	-302.49945	-288.82718	
7.19219	-216.25417	-241.88971	-294.01532	
7.19238	-167.85181	-194.21979	-221.2592	
7.19258	-113.773	-121.58574	-131.47374	
7.19277	-64.82131	-59.63317	-65.98102	
7.19297	-3.84533	4.21155	7.32444	
7.19316	5.31022	41.99347	104.3733	
7.19336	-89.35819	-1.58696	64.08887	
7.19355	-185.3084	-127.75048	-145.39018	
7.19375	-278.93918	-268.86807	-232.73415	
7.19395	-355.41855	-308.29797	-254.89059	
