采样时间：2026-05-30 12:20:23
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
0.0127	13.55022	57.86309	-2.68563	
0.01289	61.03702	71.16917	65.7979	
0.01309	-9.888	31.86132	94.24116	
0.01328	-181.64616	-80.44679	-9.888	
0.01348	-286.69089	-194.70808	-172.00232	
0.01367	-347.17856	-247.68822	-252.08289	
0.01387	-350.53561	-283.70007	-274.23932	
0.01406	-311.83813	-282.84555	-285.71429	
0.01426	-302.31635	-294.25946	-257.88141	
0.01445	-297.00613	-259.22421	-263.6189	
0.01465	-247.19992	-171.57506	-185.73564	
0.01484	-203.25328	-105.89923	-67.99524	
0.01504	-134.2204	-25.69658	-36.98843	
0.01523	-17.51762	0.06104	-4.33363	
0.01543	2.07526	-4.57778	43.94666	
0.01562	-65.18754	-39.61303	51.9425	
0.01582	-171.1478	-161.93121	-28.38221	
0.01602	-274.6666	-217.78009	-163.45714	
0.01621	-336.61917	-252.63222	-283.578	
0.01641	-339.42685	-310.92258	-289.43753	
0.0166	-289.19339	-329.90509	-255.98926	
0.0168	-275.58215	-315.19516	-266.48761	
0.01699	-248.66481	-235.66393	-228.40053	
0.01719	-206.79343	-200.56764	-156.25478	
0.01738	-155.1561	-145.14603	-118.22871	
0.01758	-80.81301	-51.39317	-54.0788	
0.01777	14.70992	-10.37629	4.4557	
0.01797	79.59227	21.30192	43.09214	
0.01816	3.96741	-39.61303	-13.36711	
0.01836	-164.25063	-177.00735	-170.72054	
0.01855	-278.45087	-279.18332	-216.74245	
0.01875	-308.42004	-298.2879	-244.6974	
0.01895	-333.62836	-279.85474	-306.34479	
0.01914	-299.02036	-293.71014	-347.72791	
0.01934	-279.7937	-273.81207	-334.48285	
0.01953	-241.21829	-208.31935	-284.7377	
0.01973	-157.35344	-167.05832	-220.22156	
0.01992	-116.15345	-119.02219	-127.32322	
0.02012	-62.80709	-31.73925	-52.91909	
0.02031	-11.65807	14.3437	-9.46074	
0.02051	22.21747	27.95495	29.66399	
0.0207	-109.50041	-35.52354	2.25837	
0.0209	-224.67726	-180.60854	-166.50899	
0.02109	-288.03369	-290.78036	-256.4165	
0.02129	-416.15039	-321.48196	-279.00021	
0.02148	-394.78745	-302.74362	-296.21265	
0.02168	-332.46863	-284.31042	-257.33206	
0.02188	-282.72348	-248.4817	-255.01266	
0.02207	-227.60704	-241.15726	-222.66304	
0.02227	-173.7724	-196.29506	-164.3727	
0.02246	-105.04471	-110.17182	-85.20768	
0.02266	-34.24177	-46.44917	12.6957	
0.02285	15.13718	11.29185	42.23762	
0.02305	37.84295	21.72918	71.10812	
0.02324	-18.49422	-64.14991	11.0477	
0.02344	-197.57683	-216.49831	-134.64766	
0.02363	-303.35397	-290.53622	-207.15964	
0.02383	-324.22864	-318.97946	-258.49176	
0.02402	-332.46863	-359.08078	-278.3288	
0.02422	-280.58719	-343.88257	-285.10391	
0.02441	-227.05771	-282.1131	-285.8974	
0.02461	-225.59282	-219.91638	-237.31194	
0.0248	-171.63609	-180.66957	-163.27403	
0.025	-103.27464	-114.81063	-85.94012	
0.0252	-37.53777	-9.52178	-33.44829	
0.02539	37.47673	72.26783	7.26341	
0.02559	27.77184	70.00946	54.5671	
0.02578	-91.79967	-28.50429	12.6957	
0.02598	-248.35963	-171.02573	-141.11758	
0.02617	-332.40759	-279.06125	-248.66481	
0.02637	-404.37024	-304.3916	-292.30627	
0.02656	-417.24905	-341.92938	-294.50363	
0.02676	-355.11337	-355.05234	-295.17502	
0.02695	-305.18509	-287.66748	-312.14331	
0.02715	-229.49919	-193.12112	-229.80438	
0.02734	-138.79819	-126.77389	-131.53477	
0.02754	-69.03287	-95.76708	-70.61983	
0.02773	-16.78518	-2.68563	7.38548	
0.02793	6.34785	57.74102	80.87405	
0.02812	22.5837	78.55464	121.70782	
0.02832	-85.81805	-6.592	34.05865	
0.02852	-247.87134	-189.88617	-129.33745	
0.02871	-322.27545	-276.68082	-279.06125	
0.02891	-389.84344	-324.53384	-357.37173	
0.0291	-367.32077	-330.94272	-305.6734	
0.0293	-325.99872	-319.40671	-277.77948	
0.02949	-289.74274	-291.57385	-261.66571	
0.02969	-208.62453	-211.55431	-217.53593	
0.02988	-93.38664	-143.68114	-169.3167	
0.03008	-27.10044	-71.16917	-65.7979	
0.03027	-2.92978	7.81274	-2.62459	
0.03047	60.6708	63.05124	61.58635	
0.03066	-2.50252	61.8305	100.83315	
0.03086	-160.77151	-58.59554	-30.03021	
0.03105	-282.2962	-188.23816	-183.53831	
0.03125	-304.94095	-277.53534	-260.44495	
0.03145	-315.68347	-333.20108	-301.03458	
0.03164	-326.487	-318.67429	-343.21115	
0.03184	-300.79044	-296.70096	-323.55725	
0.03203	-290.41412	-244.45326	-254.21918	
0.03223	-200.44557	-186.40706	-237.18985	
0.03242	-126.4687	-135.19699	-169.9881	
0.03262	-59.14487	-80.50783	-96.86575	
0.03281	-4.39467	-16.60207	-31.4951	
0.03301	5.31022	30.21332	43.88562	
0.0332	-36.07288	37.17154	63.90576	
0.0334	-197.33269	-55.7268	2.25837	
0.03359	-277.71844	-205.51164	-144.16943	
0.03379	-309.88495	-253.4257	-244.27016	
0.03398	-348.82657	-259.83459	-299.87488	
0.03418	-343.63843	-288.76614	-319.46774	
0.03438	-280.9534	-300.24109	-276.55875	
0.03457	-219.67223	-250.06866	-244.39223	
0.03477	-194.28084	-185.4915	-195.56261	
0.03496	-111.08737	-118.77804	-147.46544	
0.03516	-35.95081	-67.99524	-95.03464	
0.03535	22.33955	-4.76089	-4.82192	
0.03555	42.72591	51.88147	50.47762	
0.03574	-17.39555	24.9031	73.79375	
0.03594	-115.54308	-88.01538	-33.69244	
0.03613	-211.98157	-217.658	-189.70305	
0.03633	-290.71933	-239.5703	-222.47993	
0.03652	-321.78717	-264.53445	-264.65652	
0.03672	-310.06805	-266.85385	-291.32968	
0.03691	-289.13235	-237.2509	-266.79282	
0.03711	-241.34038	-214.30098	-235.48082	
0.0373	-193.30424	-159.91699	-164.86099	
0.0375	-140.44618	-98.14753	-117.069	
0.0377	-65.55376	-36.86636	-77.39494	
0.03789	2.99081	-11.78014	-48.28028	
0.03809	35.52354	9.82696	17.76177	
0.03828	-61.40324	-24.71999	53.5905	
0.03848	-230.41475	-122.68441	-81.05716	
0.03867	-325.81561	-217.41386	-166.26485	
0.03887	-368.54153	-267.40317	-219.18393	
0.03906	-368.11426	-270.33295	-277.84052	
0.03926	-342.53976	-266.1214	-286.93503	
0.03945	-330.33234	-260.75015	-281.80792	
0.03965	-301.76703	-216.62038	-213.44646	
0.03984	-239.5703	-161.38188	-153.08084	
0.04004	-168.03491	-90.21272	-98.7579	
0.04023	-77.94427	-23.7434	-33.02103	
0.04043	11.59703	-14.09955	2.68563	
0.04062	31.31199	11.96326	45.22843	
0.04082	-55.54369	-18.06696	50.47762	
0.04102	-212.95816	-132.51137	-42.29865	
0.04121	-315.5614	-248.66481	-130.55818	
0.04141	-379.5282	-329.96613	-209.90631	
0.0416	-376.04907	-350.96286	-296.15161	
0.0418	-314.46271	-336.25293	-299.87488	
0.04199	-291.45175	-318.12494	-266.67075	
0.04219	-211.73741	-242.92734	-233.4666	
0.04238	-140.93448	-159.36766	-169.13358	
0.04258	-98.69686	-90.21272	-95.58397	
0.04277	-44.74014	1.77007	-38.63643	
0.04297	25.8797	34.05865	13.184	
0.04316	72.93924	25.14725	59.93835	
0.04336	-28.80947	-26.73421	41.32206	
0.04355	-171.81921	-173.34514	-92.41005	
0.04375	-272.71341	-297.55548	-215.70482	
0.04395	-327.03635	-314.64584	-248.97	
0.04414	-339.48788	-316.90421	-299.69177	
0.04434	-316.59903	-320.81058	-344.79813	
0.04453	-285.8974	-283.21176	-305.91754	
0.04473	-255.7451	-215.70482	-239.87549	
0.04492	-188.97061	-136.90604	-168.3401	
0.04512	-136.96707	-79.28709	-91.18931	
0.04531	-63.41746	-23.2551	-42.48177	
0.04551	-1.40385	26.00177	37.41569	
0.0457	6.77511	49.74517	72.8782	
0.0459	-64.33302	5.61541	2.31941	
0.04609	-213.93475	-164.0675	-112.00293	
0.04629	-266.85385	-251.65562	-217.71904	
0.04648	-285.65326	-267.76941	-228.7057	
0.04668	-315.37827	-292.61148	-256.72171	
0.04688	-309.03043	-269.66156	-281.68585	
0.04707	-278.81711	-283.08969	-271.85889	
0.04727	-216.37624	-253.60881	-256.96585	
0.04746	-168.3401	-187.32262	-160.1001	
0.04766	-88.74783	-95.03464	-70.92502	
0.04785	-26.85629	-19.2877	-30.21332	
0.04805	32.47169	20.50844	12.2074	
0.04824	68.23939	42.17658	66.22517	
0.04844	-48.46339	-52.79702	39.97925	
0.04863	-187.44469	-176.70216	-96.92679	
0.04883	-282.66245	-253.4257	-228.88882	
0.04902	-342.90598	-287.66748	-270.69919	
0.04922	-344.24878	-338.14508	-296.02954	
0.04941	-298.2879	-319.52881	-301.03458	
0.04961	-263.25266	-239.38719	-269.11221	
0.0498	-226.02008	-213.26335	-222.05267	
0.05	-126.59077	-170.35432	-122.19611	
0.0502	-49.31791	-112.36915	-74.83138	
0.05039	-16.90726	5.85955	-26.24592	
0.05059	18.98251	70.55879	40.04028	
0.05078	42.0545	40.71169	88.80886	
0.05098	-68.78872	-7.87378	32.77688	
0.05117	-216.55934	-106.93686	-167.79077	
0.05137	-262.94748	-191.71727	-247.62718	
0.05156	-323.31308	-248.05444	-274.30035	
0.05176	-375.56079	-241.03519	-302.0722	
0.05195	-393.68878	-229.01089	-272.89651	
0.05215	-316.29382	-232.73415	-276.07043	
0.05234	-193.42632	-194.28084	-230.29268	
0.05254	-181.52409	-171.20883	-164.79996	
0.05273	-144.53566	-125.24796	-85.20768	
0.05293	-36.19495	-40.04028	-4.4557	
0.05313	43.82458	33.44829	47.18161	
0.05332	45.65569	66.53035	98.63583	
0.05352	-66.65243	-28.32118	1.83111	
0.05371	-215.15549	-188.84854	-167.24142	
0.05391	-307.38242	-285.10391	-277.04703	
0.0541	-368.60257	-341.92938	-317.57562	
0.0543	-372.56998	-386.05914	-295.05295	
0.05449	-327.89087	-371.41025	-277.84052	
0.05469	-286.08051	-297.73859	-261.84882	
0.05488	-215.27757	-245.42986	-210.21149	
0.05508	-148.99136	-159.06247	-141.91107	
0.05527	-70.74191	-68.60561	-94.72945	
0.05547	15.25925	-24.35377	-28.1991	
0.05566	50.05035	37.29362	43.88562	
0.05586	28.80947	62.37983	74.22102	
0.05605	-93.99701	-7.56859	6.71407	
0.05625	-215.94897	-183.35521	-184.27077	
0.05645	-276.49768	-277.96259	-326.91428	
0.05664	-353.52643	-282.47931	-355.35751	
0.05684	-365.12344	-317.8808	-343.45529	
0.05703	-350.0473	-300.79044	-314.15753	
0.05723	-320.62747	-262.58127	-282.84555	
0.05742	-214.78928	-239.32616	-229.98749	
0.05762	-140.75137	-199.83521	-150.51729	
0.05781	-85.39079	-140.69032	-80.87405	
0.05801	-10.86459	-60.30457	-37.5988	
0.0582	3.96741	29.90814	54.20087	
0.0584	-9.15555	54.32295	87.64916	
0.05859	-100.03967	-66.46931	-46.63228	
0.05879	-242.43904	-200.56764	-200.20142	
0.05898	-324.83902	-251.28941	-286.38568	
0.05918	-364.57413	-314.64584	-283.70007	
0.05938	-334.0556	-329.05057	-305.85651	
0.05957	-328.50125	-293.89325	-305.36819	
0.05977	-293.46597	-268.5629	-243.04941	
0.05996	-209.72319	-243.41563	-198.06512	
0.06016	-133.18277	-183.29417	-117.31315	
0.06035	-52.55287	-119.02219	-53.52946	
0.06055	1.03763	-72.57301	26.73421	
0.06074	47.79198	8.97244	87.03879	
0.06094	15.68651	12.08533	65.43169	
0.06113	-108.829	-59.26694	-45.8388	
0.06133	-225.47075	-175.29832	-201.4832	
0.06152	-300.66837	-267.03696	-277.53534	
0.06172	-352.24463	-282.35724	-310.25116	
0.06191	-346.263	-286.44672	-344.30981	
0.06211	-301.82806	-265.57208	-322.70273	
0.0623	-257.94244	-243.5377	-258.43073	
0.0625	-207.40379	-172.18542	-213.26335	
0.0627	-130.68025	-122.37923	-128.48293	
0.06289	-68.4225	-84.04797	-50.23347	
0.06309	-23.86547	0.54933	5.31022	
0.06328	-4.82192	50.2945	76.54042	
0.06348	-69.52116	52.00354	60.79287	
0.06367	-186.59016	-61.03702	-45.77776	
0.06387	-301.58392	-166.99728	-161.99225	
0.06406	-336.68021	-259.65149	-226.08112	
0.06426	-370.92197	-300.42419	-272.2251	
0.06445	-390.88107	-259.28525	-293.3439	
0.06465	-340.1593	-269.35635	-272.10303	
0.06484	-312.20435	-239.20407	-247.93237	
0.06504	-272.2251	-184.88113	-172.85684	
0.06523	-167.85181	-118.90012	-109.56145	
0.06543	-49.25687	-70.0705	-50.84384	
0.06562	-0.73244	-45.53362	27.89392	
0.06582	52.12561	-8.24	65.73687	
0.06602	-18.61629	-28.74844	49.50102	
0.06621	-194.09772	-151.37181	-24.96414	
0.06641	-270.76022	-284.98184	-84.78042	
0.0666	-324.10657	-315.50037	-169.25566	
0.0668	-336.55814	-310.00702	-244.27016	
0.06699	-358.89767	-323.80139	-251.96082	
0.06719	-333.50629	-294.25946	-268.37976	
0.06738	-255.62303	-252.32704	-247.87134	
0.06758	-193.67046	-203.74156	-168.95047	
0.06777	-125.73626	-94.79049	-101.13834	
0.06797	-69.0939	-22.21747	-39.67406	
0.06816	7.7517	27.40562	-6.83615	
0.06836	52.79702	18.37214	37.90399	
0.06855	-25.57451	-59.75524	35.95081	
0.06875	-200.87283	-148.07581	-104.00708	
0.06895	-263.13058	-266.06036	-230.90305	
0.06914	-269.35635	-314.52377	-273.69	
0.06934	-314.03546	-316.7211	-284.67667	
0.06953	-331.73621	-320.32227	-308.54214	
0.06973	-325.93768	-273.62897	-281.56378	
0.06992	-241.15726	-211.8595	-226.02008	
0.07012	-182.56172	-169.56084	-156.62099	
0.07031	-150.57832	-82.52205	-89.23612	
0.07051	-72.81716	-9.15555	-48.21925	
0.0707	-0.85452	35.82873	3.35704	
0.0709	39.61303	59.81628	61.22013	
0.07109	-58.90072	-40.8948	36.07288	
0.07129	-231.8186	-184.02661	-103.33567	
0.07148	-332.28552	-300.11902	-185.91876	
0.07168	-376.78152	-332.34656	-224.25002	
0.07188	-326.30389	-311.28879	-236.7626	
0.07207	-289.6817	-309.70184	-260.38391	
0.07227	-299.14243	-253.54778	-306.8331	
0.07246	-226.63045	-215.52171	-286.99606	
0.07266	-150.88351	-184.75906	-181.27995	
0.07285	-101.87078	-102.54219	-101.93182	
0.07305	-59.45006	-3.05185	-39.06369	
0.07324	-0.85452	71.59642	46.8154	
0.07344	55.17746	74.70931	71.96265	
0.07363	-24.78103	1.77007	39.00266	
0.07383	-198.73653	-164.18958	-153.93536	
0.07402	-290.96347	-290.53622	-258.43073	
0.07422	-332.46863	-361.52228	-253.79193	
0.07441	-376.59842	-385.38773	-280.34302	
0.07461	-338.63339	-327.52466	-252.93741	
0.0748	-279.73267	-266.54868	-278.20673	
0.075	-248.4817	-205.9389	-223.27342	
0.0752	-182.74483	-138.6761	-134.34248	
0.07539	-110.78219	-73.85479	-91.86071	
0.07559	-38.14814	0.85452	-16.54103	
0.07578	17.76177	72.63406	35.95081	
0.07598	25.63555	95.27879	70.98605	
0.07617	-78.18842	10.19318	8.60622	
0.07637	-245.06363	-177.80084	-128.605	
0.07656	-320.93265	-259.16318	-258.98007	
0.07676	-346.44611	-331.79724	-304.63577	
0.07695	-351.0239	-396.19128	-282.78452	
0.07715	-331.98035	-316.11072	-308.35901	
0.07734	-271.2485	-268.99014	-284.49353	
0.07754	-191.77832	-209.47905	-216.07104	
0.07773	-128.1167	-160.83255	-145.81744	
0.07793	-69.15495	-117.31315	-99.85656	
0.07812	-41.62725	-41.93243	-34.24177	
0.07832	27.40562	30.51851	61.70843	
0.07852	44.31288	78.12739	90.21272	
0.07871	-71.7185	-17.1514	39.36888	
0.07891	-185.55254	-163.21298	-108.70693	
0.0791	-285.16495	-246.40645	-225.89801	
0.0793	-359.56909	-304.45264	-257.20999	
0.07949	-375.31662	-339.54895	-270.33295	
0.07969	-363.10922	-317.57562	-266.36554	
0.07988	-307.9928	-275.46005	-252.51015	
0.08008	-208.19727	-242.80527	-208.50246	
0.08027	-132.20618	-182.31758	-150.45625	
0.08047	-62.56295	-88.38161	-125.18693	
0.08066	13.55022	-25.26933	-42.48177	
0.08086	69.0939	37.96503	73.73272	
0.08105	46.69332	75.56383	109.01212	
0.08125	-81.17924	-49.92828	42.17658	
0.08145	-185.36943	-206.9155	-122.68441	
0.08164	-262.21503	-246.22333	-250.31282	
0.08184	-302.80466	-288.03369	-278.14569	
0.08203	-288.94925	-328.50125	-288.46094	
0.08223	-332.16345	-301.21768	-296.70096	
0.08242	-306.03961	-263.06955	-270.27191	
0.08262	-199.77417	-203.25328	-216.07104	
0.08281	-144.41359	-145.69536	-141.11758	
0.08301	-40.10132	-79.83642	-71.10812	
0.0832	41.56621	-28.32118	-25.75762	
0.0834	78.00531	7.62963	42.29865	
0.08359	33.57036	23.68236	108.21864	
0.08379	-84.29212	-72.08472	41.44414	
0.08398	-132.3893	-164.92203	-135.13596	
0.08418	-212.10364	-235.72496	-269.05118	
0.08438	-283.51697	-280.15991	-324.90005	
0.08457	-326.30389	-305.12405	-301.27872	
0.08477	-338.9996	-321.78717	-282.47931	
0.08496	-301.95013	-248.42067	-242.62215	
0.08516	-254.70747	-192.14453	-186.59016	
0.08535	-151.06662	-141.91107	-195.25743	
0.08555	-53.95673	-91.25034	-122.37923	
0.08574	21.42399	-22.5837	-26.00177	
0.08594	53.04117	62.13568	44.80117	
0.08613	4.51674	73.24442	67.56798	
0.08633	-105.41093	-27.52769	-14.95407	
0.08652	-228.21741	-184.63698	-130.31404	
0.08672	-285.34805	-265.32791	-244.33119	
0.08691	-315.13412	-302.68259	-311.53296	
0.08711	-316.23279	-303.10983	-332.16345	
0.0873	-296.88406	-270.51608	-307.87073	
0.0875	-277.77948	-214.42305	-242.01178	
0.0877	-213.50749	-148.86929	-173.16202	
0.08789	-158.81833	-98.51375	-134.70869	
0.08809	-62.62398	-59.08384	-73.73272	
0.08828	33.20414	-45.41154	-1.1597	
0.08848	32.16651	3.84533	25.51347	
0.08867	-36.01184	23.80444	35.58458	
0.08887	-186.6512	-98.08649	-15.25925	
0.08906	-273.44583	-211.00497	-139.46959	
0.08926	-312.81473	-269.41739	-264.77859	
0.08945	-350.35248	-296.21265	-304.5137	
0.08965	-347.23959	-292.48938	-270.14984	
0.08984	-341.92938	-297.25027	-268.25769	
0.09004	-293.89325	-244.5143	-239.32616	
0.09023	-262.27606	-181.0358	-156.07166	
0.09043	-184.02661	-105.533	-110.53804	
0.09063	-51.39317	-34.85214	-64.45509	
0.09082	14.77096	25.94073	-36.19495	
0.09102	51.2711	46.87643	20.02014	
0.09121	21.42399	-17.1514	54.87228	
0.09141	-119.14426	-139.89685	-44.31288	
0.0916	-233.40556	-296.88406	-177.86188	
0.0918	-280.58719	-348.7045	-285.22598	
0.09199	-313.42508	-348.03308	-327.70776	
0.09219	-301.09561	-354.31989	-302.56052	
0.09238	-302.62155	-309.51874	-262.88644	
0.09258	-292.0011	-249.21414	-243.5377	
0.09277	-206.06097	-184.08765	-163.51817	
0.09297	-131.47374	-125.43108	-92.59315	
0.09316	-65.24857	-64.14991	-31.80029	
0.09336	48.46339	9.21659	-5.00504	
0.09355	85.5739	30.45747	-3.23496	
0.09375	-20.87466	-53.83465	30.3354	
0.09395	-145.93951	-202.76498	-102.11493	
0.09414	-253.4257	-293.83221	-239.93652	
0.09434	-295.90747	-308.29797	-280.28198	
0.09453	-296.63992	-308.05383	-343.02805	
0.09473	-311.59399	-318.91843	-360.54568	
0.09492	-297.18924	-298.83725	-279.30539	
0.09512	-274.36139	-253.79193	-228.64467	
0.09531	-215.27757	-171.88025	-178.53328	
0.09551	-132.93863	-99.30723	-124.08826	
0.0957	-37.78191	-49.6231	-67.07968	
0.0959	39.36888	22.15644	-9.70489	
0.09609	60.12146	26.61214	20.99673	
0.09629	-34.73006	-18.7994	40.16236	
0.09648	-218.69563	-182.86691	-97.65923	
0.09668	-319.46774	-301.95013	-232.55104	
0.09688	-369.70123	-316.04968	-281.13651	
0.09707	-371.83752	-333.75043	-272.95755	
0.09727	-333.8725	-293.40494	-274.30035	
0.09746	-287.78955	-271.18747	-279.7937	
0.09766	-227.42393	-259.16318	-237.61711	
0.09785	-147.03818	-212.34779	-186.1629	
0.09805	-54.5671	-137.3333	-95.15672	
0.09824	-32.89895	-56.8865	-29.29777	
0.09844	-40.52858	24.65896	-8.66726	
0.09863	3.35704	31.92236	30.94577	
0.09883	-26.00177	-50.35554	23.43822	
0.09902	-168.46217	-171.81921	-131.96204	
0.09922	-250.80112	-318.85739	-259.83459	
0.09941	-315.2562	-349.25381	-310.80051	
0.09961	-379.58923	-340.76968	-296.09058	
0.0998	-345.95782	-358.5925	-261.97089	
0.1	-284.24939	-304.26953	-241.76764	
0.1002	-219.06186	-256.66068	-208.56349	
0.10039	-137.5164	-146.73299	-168.21802	
0.10059	-51.9425	-65.06546	-84.04797	
0.10078	9.15555	-11.90222	-1.95318	
0.10098	31.31199	77.8222	62.50191	
0.10117	48.34132	78.9819	106.75375	
0.10137	-41.99347	-0.79348	40.65065	
0.10156	-206.67134	-161.50395	-146.97714	
0.10176	-341.74628	-264.53445	-290.8414	
0.10195	-410.10773	-316.29382	-324.47278	
0.10215	-399.30417	-337.59576	-293.03873	
0.10234	-366.77145	-316.23279	-286.14154	
0.10254	-293.77118	-267.40317	-255.50096	
0.10273	-213.50749	-193.06009	-207.40379	
0.10293	-134.52559	-160.22217	-152.77567	
0.10312	-82.15583	-108.09656	-56.45924	
0.10332	-81.24027	-34.66903	30.45747	
0.10352	-49.19584	43.09214	109.68353	
0.10371	-13.55022	55.66576	133.91522	
0.10391	-92.47108	-32.47169	57.80206	
0.1041	-216.9866	-154.85092	-112.49123	
0.1043	-251.35045	-288.76614	-246.58955	
0.10449	-293.28287	-330.63754	-291.32968	
0.10469	-357.79901	-310.86154	-286.44672	
0.10488	-356.08997	-329.17264	-279.85474	
0.10508	-308.48108	-303.72021	-263.92407	
0.10527	-221.13712	-232.42897	-221.99164	
0.10547	-128.78812	-140.69032	-184.3318	
0.10566	-38.0871	-62.50191	-137.3333	
0.10586	28.74844	-27.83288	-33.93658	
0.10605	27.46666	42.35969	68.17835	
0.10625	-19.10459	73.85479	118.41182	
0.10645	-103.39671	-37.29362	60.24354	
0.10664	-204.41298	-191.96143	-167.18039	
0.10684	-291.75696	-288.70511	-299.99695	
0.10703	-363.29233	-327.52466	-316.47693	
0.10723	-373.18033	-326.36493	-332.95694	
0.10742	-324.71695	-316.7211	-331.5531	
0.10762	-289.01028	-275.52112	-304.33057	
0.10781	-235.17563	-211.06601	-231.45238	
0.10801	-162.54158	-169.74394	-172.36855	
0.1082	-83.9259	-106.0213	-88.99197	
0.1084	15.32029	-18.98251	-43.64147	
0.10859	64.02783	39.91821	-4.08948	
0.10879	4.82192	36.25599	69.76531	
0.10898	-138.92026	-47.79198	3.296	
0.10918	-255.25682	-181.82928	-126.04144	
0.10938	-297.31131	-293.77118	-226.08112	
0.10957	-325.51044	-303.2319	-311.28879	
0.10977	-318.49115	-285.53119	-313.48611	
0.10996	-278.38983	-312.57059	-264.90067	
0.11016	-229.74333	-280.70926	-222.29683	
0.11035	-177.86188	-197.51579	-210.63875	
0.11055	-122.74545	-142.88766	-173.89447	
0.11074	-28.13807	-98.51375	-71.77953	
0.11094	39.7351	-57.19169	-0.06104	
0.11113	92.22694	3.47911	67.69006	
0.11133	58.83969	10.5594	112.49123	
0.11152	-112.91849	-88.8699	33.44829	
0.11172	-231.8186	-189.21475	-129.58159	
0.11191	-295.54126	-269.29532	-238.16644	
0.11211	-319.34567	-298.40997	-279.54956	
0.1123	-309.27457	-296.21265	-317.08731	
0.1125	-314.82895	-287.48434	-303.10983	
0.1127	-289.74274	-242.50008	-245.97919	
0.11289	-225.34868	-187.87195	-195.56261	
0.11309	-135.74632	-123.72204	-151.24973	
0.11328	-61.03702	-68.97183	-69.15495	
0.11348	-29.96918	-20.50844	-5.06607	
0.11367	13.91644	29.66399	27.77184	
0.11387	-46.93747	32.6548	44.06873	
0.11406	-204.84024	-83.43761	-55.66576	
0.11426	-317.69769	-197.94305	-181.64616	
0.11445	-370.73886	-232.67311	-259.83459	
0.11465	-359.99634	-278.69504	-299.87488	
0.11484	-359.38596	-280.46509	-300.66837	
0.11504	-295.48019	-281.62482	-294.13739	
