采样时间：2026-05-30 12:13:15
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
time[s]	AI1-1 [Pa]	AI1-2 [Pa]	AI1-3 [Pa]	
7.9373	648.27417	425.97736	663.16724	
7.9375	755.4552	466.20074	651.7533	
7.9377	765.95355	426.46564	654.86615	
7.93789	757.10321	420.42297	655.29346	
7.93809	730.42999	427.44223	627.1554	
7.93828	744.40747	485.61053	569.84161	
7.93848	741.41669	443.92224	549.76044	
7.93867	694.11298	243.47667	510.69675	
7.93887	686.2392	198.30928	486.8923	
7.93906	669.08783	259.28525	487.19748	
7.93926	642.84186	403.21054	409.92462	
7.93945	657.49078	557.75629	269.41739	
7.93965	683.9198	560.86914	119.93774	
7.93984	704.12305	576.00635	-21.24088	
7.94004	735.37402	588.15271	-23.13303	
7.94023	736.47266	528.76367	182.62276	
7.94043	738.42584	563.3717	406.32343	
7.94063	721.94586	578.9361	535.96606	
7.94082	698.38556	494.46088	681.66144	
7.94102	661.03094	436.65884	758.50702	
7.94121	594.86676	407.11691	697.04279	
7.94141	565.75214	250.43489	599.26147	
7.9416	489.45584	68.54457	451.36874	
7.9418	502.21259	103.09152	394.78745	
7.94199	568.31567	157.2924	409.31424	
7.94219	509.35391	129.09329	340.64761	
7.94238	554.21613	114.81063	259.04111	
7.94258	580.2179	211.61534	312.9368	
7.94277	480.54446	220.52675	421.33853	
7.94297	424.57352	168.70631	440.56522	
7.94316	305.42923	292.91666	414.38031	
7.94336	384.59427	324.28967	446.79099	
7.94355	469.00845	346.44611	661.51923	
7.94375	313.05887	429.88373	713.64484	
7.94395	267.64734	415.3569	682.76007	
7.94414	235.78601	328.80643	802.3316	
7.94434	189.2758	203.25328	730.36896	
7.94453	160.95462	100.8942	603.22888	
7.94473	86.79464	-4.4557	480.42236	
7.94492	35.70666	-78.18842	321.42093	
7.94512	22.0954	-77.02872	202.21564	
7.94531	36.4391	19.77599	77.45598	
7.94551	-77.27287	179.57091	83.37657	
7.9457	-199.59105	298.1048	38.63643	
7.9459	31.12888	349.00967	-13.12296	
7.94609	183.96558	364.45203	68.84975	
7.94629	235.41978	421.64374	95.4619	
7.94648	417.6153	488.90652	102.29804	
7.94668	401.92877	509.90326	25.81866	
7.94688	384.71634	540.05554	12.45155	
7.94707	409.2532	565.01971	47.91406	
7.94727	398.51071	604.26648	21.05777	
7.94746	352.3667	638.63031	62.92916	
7.94766	281.44168	662.06854	154.91196	
7.94785	218.39046	626.54498	303.96436	
7.94805	44.86221	511.36813	421.76581	
7.94824	-61.76946	492.93497	423.23068	
7.94844	-120.85329	445.9975	332.22449	
7.94863	-55.29954	421.76581	321.42093	
7.94883	15.25925	431.1655	373.91278	
7.94902	35.2794	397.35098	309.27457	
7.94922	114.2613	391.06418	199.34691	
7.94941	164.98306	349.07071	187.32262	
7.94961	274.54453	399.3652	236.03015	
7.9498	283.33383	458.32697	245.79608	
7.95	316.23279	503.43332	229.6823	
7.9502	374.64523	569.65851	238.34956	
7.95039	498.67245	587.35925	242.01178	
7.95059	568.92603	636.73816	207.46483	
7.95078	563.73792	709.55536	190.80173	
7.95098	602.00812	725.54706	196.66127	
7.95117	489.39481	637.77582	242.25594	
7.95137	375.98804	551.16431	328.07397	
7.95156	232.61208	424.81766	354.50302	
7.95176	109.8056	243.65977	331.91931	
7.95195	43.0311	138.18781	391.12521	
7.95215	11.16977	104.8616	379.58923	
7.95234	-23.7434	44.55702	247.93237	
7.95254	44.6791	43.0311	201.72734	
7.95273	198.30928	143.07077	301.82806	
7.95293	231.45238	194.83017	469.92401	
7.95312	287.36227	333.14005	534.98944	
7.95332	335.70361	436.71988	480.54446	
7.95352	395.58093	477.85883	431.77588	
7.95371	378.67368	540.60486	493.05704	
7.95391	307.62659	587.60339	561.05231	
7.9541	325.57147	653.09613	584.06323	
7.9543	235.66393	623.49316	556.04724	
7.95449	157.96381	609.27155	558.73285	
7.95469	5.37126	581.13348	561.54059	
7.95488	-138.30989	551.16431	491.10385	
7.95508	-183.66039	473.15897	445.08194	
7.95527	-335.52051	385.75397	284.79874	
7.95547	-220.34364	363.84167	213.44646	
7.95566	-148.74721	303.2319	344.73709	
7.95586	-203.80261	319.16257	377.88019	
7.95605	-169.37773	307.26035	325.75458	
7.95625	-135.01389	307.80969	401.44046	
7.95645	140.81241	319.77295	499.34384	
7.95664	191.29002	317.33145	495.13229	
7.95684	310.92258	375.49973	530.41168	
7.95703	453.68817	433.7901	602.25226	
7.95723	267.03696	527.604	576.73877	
7.95742	342.23456	563.92102	657.36871	
7.95762	367.68701	612.01819	778.89337	
7.95781	301.15665	654.4389	569.4754	
7.95801	304.94095	567.52222	560.74707	
7.9582	234.99252	487.13644	695.27271	
7.9584	109.74456	327.40256	576.6167	
7.95859	5.92059	211.61534	547.62415	
7.95879	-85.20768	160.95462	528.15332	
7.95898	-66.53035	46.63228	533.03632	
7.95918	82.03375	75.86901	582.65936	
7.95938	114.44441	126.83492	593.40192	
7.95957	187.20053	168.3401	646.44305	
7.95977	307.80969	315.50037	677.51093	
7.95996	445.38712	389.53827	738.54791	
7.96016	576.18945	400.95218	762.47443	
7.96035	585.10089	429.76166	667.25671	
7.96055	592.66943	319.52881	658.34528	
7.96074	552.81226	185.36943	683.49255	
7.96094	555.74207	282.1131	644.73401	
7.96113	530.10651	320.56644	598.7121	
7.96133	386.24225	71.84057	546.83063	
7.96152	248.90897	-93.44768	528.21436	
7.96172	182.13446	-143.68114	407.78833	
7.96191	208.13623	-282.41827	383.06833	
7.96211	-13.8554	-298.89828	320.3833	
7.9623	-136.17358	-260.26184	24.78103	
7.9625	-32.41066	-352.12256	43.94666	
7.9627	149.60173	-401.98981	183.05002	
7.96289	283.39487	-374.70627	140.44618	
7.96309	228.5226	-184.20972	105.96027	
7.96328	359.81323	43.27525	129.39848	
7.96348	332.10242	122.5013	225.65385	
7.96367	398.44965	215.8269	308.66422	
7.96387	594.25641	271.67578	419.87366	
7.96406	312.75369	346.87338	559.77051	
7.96426	19.59288	451.73499	591.87598	
7.96445	-31.06784	523.57556	561.05231	
7.96465	91.18931	548.72278	584.55151	
7.96484	91.49449	487.62476	464.73587	
7.96504	-40.83377	468.52017	321.78717	
7.96523	165.95966	456.37378	186.10187	
7.96543	413.03751	445.44815	-13.91644	
7.96562	283.88318	431.89795	-175.54247	
7.96582	139.65269	342.53976	-539.14001	
7.96602	309.1525	368.84671	-407.23898	
7.96621	306.03961	398.26654	-1.40385	
7.96641	267.89148	452.46741	144.59669	
7.9666	267.09799	531.57141	174.74898	
7.9668	208.44142	626.0567	133.0607	
7.96699	268.80704	701.25433	452.77261	
7.96719	324.59488	544.20605	659.93225	
7.96738	417.00491	598.34589	595.29407	
7.96758	359.26389	629.41376	554.5213	
7.96777	336.06982	516.4342	464.85794	
7.96797	322.39752	414.56345	383.61768	
7.96816	200.9949	223.63963	532.48694	
7.96836	46.44917	119.87671	490.18829	
7.96855	-48.15821	-4.51674	412.30505	
7.96875	-195.31847	-90.0296	340.28137	
7.96895	-276.55875	-111.20945	2.44148	
7.96914	-198.49239	-161.13773	11.23081	
7.96934	-364.08582	-123.59996	92.77627	
7.96953	-325.57147	34.7911	54.26191	
7.96973	-261.97089	215.8269	71.41331	
7.96992	-281.13651	325.63251	271.12643	
7.97012	-50.90487	366.83249	412.12195	
7.97031	20.99673	399.3652	361.82745	
7.97051	58.41243	393.26151	312.75369	
7.9707	224.92142	387.09677	233.52763	
7.9709	234.138	362.2547	198.00409	
7.97109	248.11548	429.39542	312.20435	
7.97129	292.12317	488.90652	378.67368	
7.97148	220.58778	572.95447	269.66156	
7.97168	167.66869	620.31921	328.07397	
7.97188	82.39998	518.38739	284.00525	
7.97207	-8.42311	417.00491	147.77063	
7.97227	-91.06723	246.28438	68.4225	
7.97246	-107.60826	214.54512	0.79348	
7.97266	-46.8154	-78.00531	115.84826	
7.97285	18.73837	-6.22578	166.57002	
7.97305	54.32295	446.79099	182.86691	
7.97324	115.23789	473.64728	182.07343	
7.97344	128.72707	590.22797	114.20026	
7.97363	76.23524	673.05524	161.74809	
7.97383	279.36642	743.85815	234.07697	
7.97402	474.3797	735.98438	276.13147	
7.97422	363.5365	610.065	281.56378	
7.97441	209.72319	516.12903	233.28349	
7.97461	313.66925	438.24579	255.80615	
7.9748	410.59604	471.69409	274.91074	
7.975	319.40671	448.98831	259.83459	
7.9752	258.49176	412.6713	215.88794	
7.97539	236.70155	419.32431	128.29982	
7.97559	230.23163	458.32697	59.20591	
7.97578	223.70067	513.13824	86.06219	
7.97598	292.42834	541.03217	162.90781	
7.97617	304.45264	657.79596	216.07104	
7.97637	298.40997	753.1358	260.81119	
7.97656	399.60938	702.16986	208.19727	
7.97676	457.89972	593.95123	282.23517	
7.97695	524.91833	568.68188	334.11664	
7.97715	596.75891	583.63599	248.42067	
7.97734	602.06915	560.80811	239.32616	
7.97754	608.41699	632.77075	188.42128	
7.97773	644.85608	673.29938	80.01953	
7.97793	660.72571	663.53345	149.90692	
7.97812	673.29938	589.2514	-3.66222	
7.97832	689.65729	495.01022	-375.31662	
7.97852	625.38531	413.89203	-436.47571	
7.97871	515.0304	318.30804	-539.26208	
7.97891	448.86624	281.62482	-559.09912	
7.9791	431.71484	192.81595	-619.15955	
7.9793	431.83691	222.78513	-555.92517	
7.97949	432.20312	364.75723	-259.04111	
7.97969	463.75928	470.41229	-290.96347	
7.97988	490.00519	555.13171	-107.60826	
7.98008	515.39661	633.01495	204.59608	
7.98027	580.15686	773.27802	169.37773	
7.98047	626.0567	893.27679	149.41862	
7.98066	646.32098	981.65839	137.21121	
7.98086	658.46735	967.07056	74.22102	
7.98105	685.81195	895.65723	79.65331	
7.98125	662.80096	747.39832	78.37153	
7.98145	582.11005	480.36133	115.29893	
7.98164	499.64905	381.05411	185.73564	
7.98184	414.1972	234.87045	258.858	
7.98203	347.23959	104.19019	256.5386	
7.98223	325.69354	115.23789	216.62038	
7.98242	332.95694	197.94305	191.83936	
7.98262	239.02097	422.31512	103.27464	
7.98281	151.61595	509.10977	28.6874	
7.98301	126.77389	629.71893	-37.17154	
7.9832	11.84118	735.06885	-104.55641	
7.9834	-12.57363	725.54706	-151.31078	
7.98359	-109.07315	698.26349	-124.45448	
7.98379	-185.85773	603.65613	-101.93182	
7.98398	190.86276	571.12341	-123.59996	
7.98418	405.71307	593.27985	-77.39494	
7.98438	399.54834	631.73315	-10.92563	
7.98457	444.41052	573.32074	202.52083	
7.98477	463.69824	522.90411	302.92673	
7.98496	508.13318	486.09882	273.26273	
7.98516	424.87869	381.23721	317.14835	
7.98535	348.76553	312.81473	340.64761	
7.98555	276.98599	188.23816	304.26953	
7.98574	260.93326	44.12976	189.70305	
7.98594	279.67163	-121.76885	215.33861	
7.98613	296.45679	-242.31697	187.74986	
7.98633	371.89856	49.43999	166.75314	
7.98652	379.28403	312.26538	253.12051	
7.98672	391.24728	297.98273	260.20081	
7.98691	411.26743	397.35098	216.19312	
7.98711	478.40814	420.48401	207.5869	
7.9873	523.75867	435.62122	324.71695	
7.9875	499.22177	492.26355	397.83929	
7.9877	444.77676	409.2532	467.48251	
7.98789	300.05798	351.63428	618.54913	
7.98809	171.02573	346.93442	656.45312	
7.98828	57.13065	169.74394	625.50739	
7.98848	-29.1757	20.50844	621.66205	
7.98867	-75.31968	-74.77035	547.50208	
7.98887	-68.4225	-162.23639	490.43243	
7.98906	7.14133	-269.66156	474.25763	
7.98926	-60.6708	-582.84247	484.45081	
7.98945	-60.97598	-495.80371	521.86652	
7.98965	143.00974	-210.51668	557.39008	
7.98984	202.27669	-85.81805	595.96545	
7.99004	203.31432	-35.2794	631.24487	
7.99023	230.10956	-75.93005	696.98169	
7.99043	277.53534	-12.75674	717.24603	
7.99062	372.38684	-85.0856	736.41162	
7.99082	443.92224	-134.52559	754.23444	
7.99102	507.15659	-56.33717	732.62732	
7.99121	456.31274	-29.78607	746.84894	
7.99141	429.57855	-50.66072	740.44006	
7.9916	382.09174	-74.15998	691.97668	
7.9918	261.60468	-71.59642	653.40131	
7.99199	113.89508	-176.15283	615.1311	
7.99219	-57.06961	-337.16849	541.27631	
7.99238	-144.90189	-356.27307	471.57202	
7.99258	-237.73918	-362.98715	466.07867	
7.99277	-198.79758	-423.84106	489.63898	
7.99297	-195.01328	-459.05942	495.62061	
7.99316	-162.90781	-519.60815	540.48279	
7.99336	-96.98782	-430.0058	609.57672	
7.99355	-212.46986	-326.67014	687.39893	
7.99375	-206.97653	-262.3371	736.77783	
7.99395	-186.83432	-179.81506	722.37311	
7.99414	-220.46571	-119.75463	752.58643	
7.99434	-228.27846	-87.89331	691.79358	
7.99453	-65.30961	-223.27342	570.87921	
7.99473	193.79254	-277.10806	499.58801	
7.99492	206.30513	-5.37126	574.1142	
7.99512	168.15698	253.914	598.28485	
7.99531	198.37032	116.82485	406.62863	
7.99551	70.37569	-75.19761	229.62126	
7.9957	-109.8056	-134.40352	208.25832	
7.9959	-217.35283	-162.48055	160.28322	
7.99609	-125.85833	-88.68679	58.22932	
7.99629	98.02545	-77.76116	250.92319	
7.99648	303.90332	-142.21625	187.1395	
7.99668	473.89142	-127.87255	110.11078	
7.99688	387.15781	-63.23435	235.17563	
7.99707	400.95218	65.49272	211.31017	
7.99727	477.12637	177.06839	345.71368	
7.99746	553.78888	257.14896	468.33704	
7.99766	728.90405	386.9747	492.14148	
7.99785	648.21313	445.57025	532.48694	
7.99805	639.729	470.77853	569.41437	
7.99824	616.96216	467.78772	545.30475	
7.99844	384.3501	435.31601	573.32074	
7.99863	271.00436	413.95306	490.98178	
7.99883	242.68318	406.07928	334.84909	
7.99902	183.66039	367.68701	203.68053	
7.99922	63.66161	344.61502	-22.82784	
7.99941	24.17066	393.50568	-3.05185	
7.99961	56.09302	435.1329	37.65984	
7.9998	251.83875	467.23837	-52.12561	
8	551.71362	443.18979	7.01926	
8.0002	691.4884	448.31689	-80.62991	
8.00039	528.15332	485.5495	-160.40529	
8.00059	295.66333	525.1015	-109.74456	
8.00078	526.81049	588.76306	-82.7662	
8.00098	631.48901	587.90857	-117.37418	
8.00117	534.01288	569.41437	-143.37596	
8.00137	473.22	575.27393	-3.96741	
8.00156	340.58658	614.76483	37.11051	
8.00176	418.16461	628.74231	-6.04267	
8.00195	483.23007	569.17023	-50.47762	
8.00215	436.1095	496.5972	-39.67406	
8.00234	344.73709	430.86032	-88.44264	
8.00254	271.61475	453.87128	-156.01062	
8.00273	279.6106	506.48517	-175.90869	
8.00293	338.57236	531.57141	-223.21237	
8.00313	436.2926	582.53729	-167.42455	
8.00332	409.92462	656.08691	-92.47108	
8.00352	379.58923	721.45758	109.43938	
8.00371	421.21646	757.16425	210.76083	
8.00391	409.80255	782.73871	309.70184	
8.0041	378.67368	729.5755	479.68994	
8.0043	343.63843	810.99884	387.21884	
8.00449	396.55753	929.59381	376.53738	
8.00469	408.39868	794.45782	413.70892	
8.00488	349.25381	657.36871	416.82181	
8.00508	348.82657	641.0108	463.08786	
8.00527	278.26776	573.50385	459.79187	
8.00547	216.8035	410.90121	470.77853	
8.00566	225.59282	360.85086	413.46475	
8.00586	152.10425	340.64761	333.56732	
8.00605	108.40175	313.48611	304.69681	
8.00625	52.55287	354.74716	307.68762	
8.00645	51.75939	492.93497	313.48611	
8.00664	48.58547	579.11926	314.64584	
8.00684	-24.9031	543.5957	346.81235	
8.00703	79.40916	428.90714	335.33737	
8.00723	94.30219	339.30478	380.56583	
8.00742	159.36766	369.51813	463.332	
8.00762	176.03076	252.99844	469.74091	
8.00781	129.94781	186.83432	500.38147	
8.00801	260.44495	-117.80145	484.87808	
8.0082	236.64052	-277.1691	496.10889	
8.0084	275.52112	57.80206	470.7175	
8.00859	273.87311	192.20557	334.60495	
8.00879	242.62215	221.74748	232.61208	
8.00898	400.09766	179.32677	98.39168	
8.00918	449.41556	104.55641	-7.44652	
8.00938	531.81555	38.81955	-122.74545	
8.00957	651.20398	51.75939	-58.65657	
8.00977	709.7995	95.88916	137.5164	
8.00996	738.60895	94.54634	124.27137	
8.01016	672.87207	142.82663	50.35554	
8.01035	539.6283	184.20972	76.35731	
8.01055	459.73083	221.68645	104.80056	
8.01074	495.19333	143.13181	66.04205	
8.01094	495.07126	126.71285	172.79581	
8.01113	569.71954	266.24347	218.75668	
8.01133	678.54852	358.10419	135.92944	
8.01152	677.57196	383.3735	121.34159	
8.01172	696.18823	388.62271	159.06247	
8.01191	684.40808	431.71484	117.67937	
8.01211	663.59448	476.94327	10.98666	
8.0123	718.83295	442.5184	-15.32029	
8.0125	764.61072	360.48462	-105.77715	
8.0127	815.88184	348.15515	-183.96558	
8.01289	812.58582	363.04819	-231.08615	
8.01309	787.56067	358.65353	-247.26097	
8.01328	789.758	367.07663	-137.02811	
8.01348	782.00629	370.25055	-87.16087	
8.01367	825.95294	410.35187	-149.78485	
8.01387	743.67505	482.19244	-27.0394	
8.01406	659.19983	610.98053	146.79404	
8.01426	699.85046	763.93933	201.36113	
8.01445	723.41077	882.65631	244.6974	
8.01465	693.38055	939.84802	273.07962	
8.01484	627.09436	955.16833	335.82568	
8.01504	575.70117	951.87231	366.83249	
8.01523	583.33081	858.05841	356.76138	
8.01543	515.82385	766.50287	319.0405	
8.01562	409.19217	706.13727	307.74866	
8.01582	445.0209	665.91388	287.97266	
8.01602	453.19986	706.50348	287.72852	
8.01621	573.87006	672.13965	284.00525	
8.01641	718.4057	589.0683	313.73029	
8.0166	795.61755	499.77112	390.88107	
8.0168	860.86609	464.06445	356.57828	
8.01699	762.53546	567.94946	314.40167	
8.01719	721.82379	602.13019	313.73029	
8.01738	757.04218	647.78589	393.50568	
8.01758	832.30078	663.04517	379.83337	
8.01777	852.8092	615.68042	390.82004	
8.01797	797.63177	684.16394	504.77615	
8.01816	838.64862	712.36304	416.76077	
8.01836	828.94373	731.65076	287.48434	
8.01855	721.09137	713.64484	374.21796	
8.01875	631.97729	703.14648	432.14209	
8.01895	543.65674	715.9032	344.73709	
8.01914	487.01437	570.08575	323.61829	
8.01934	497.26859	448.86624	251.65562	
8.01953	528.15332	355.47958	185.18631	
8.01973	619.70886	451.73499	203.55846	
8.01992	773.40009	568.1936	187.01743	
8.02012	821.74139	418.16461	165.53239	
8.02031	740.44006	374.70627	186.10187	
8.02051	753.25787	412.91544	276.13147	
8.0207	768.21191	438.36786	405.77411	
8.0209	692.89221	478.22504	432.99661	
8.02109	659.56604	383.3735	459.91394	
8.02129	692.83118	285.28702	496.90237	
8.02148	637.71478	311.96021	501.60223	
8.02168	571.18445	332.95694	602.00812	
8.02188	463.51514	352.06152	612.3844	
8.02207	238.65474	286.14154	626.48395	
8.02227	221.38127	131.53477	591.14355	
8.02246	7.93481	-4.08948	467.29941	
8.02266	-71.84057	-148.31996	467.1163	
8.02285	-35.82873	-221.32024	477.67572	
8.02305	-113.58989	-168.70631	426.28253	
8.02324	18.61629	-251.35045	307.62659	
8.02344	-29.41984	-362.55991	343.15012	
8.02363	70.68087	-246.89474	410.84018	
8.02383	121.76885	-138.30989	401.68463	
8.02402	211.06601	-83.9259	529.43512	
8.02422	334.36078	-47.9751	607.19629	
8.02441	221.38127	67.50694	709.43329	
8.02461	279.6106	104.12916	768.76123	
8.0248	286.50778	160.40529	790.85663	
8.025	241.40141	264.90067	888.45483	
8.0252	199.10275	309.03043	765.03802	
8.02539	153.87433	500.4425	582.17108	
8.02559	63.84472	483.23007	547.92932	
8.02578	11.536	439.95483	659.44397	
8.02598	-15.93066	479.01852	689.59625	
8.02617	-106.81478	414.25824	630.39032	
8.02637	-112.6133	404.55338	623.43213	
8.02656	-110.84322	334.60495	617.2674	
8.02676	-29.05362	258.91904	586.56573	
8.02695	58.41243	286.62985	447.76758	
8.02715	73.00027	340.83072	452.52847	
8.02734	132.93863	430.12787	532.60901	
8.02754	228.88882	527.11572	504.65408	
8.02773	294.3205	561.9068	500.86978	
8.02793	351.69531	622.51654	480.84964	
8.02813	404.79752	627.76575	397.71722	
8.02832	390.33173	671.34619	405.10269	
8.02852	367.50391	745.38409	509.17081	
8.02871	257.6983	698.56866	731.8949	
8.02891	133.18277	639.66797	832.05664	
8.0291	-3.84533	497.69586	583.39185	
8.0293	-222.72408	349.8642	442.33527	
8.02949	-301.95013	252.7543	335.88672	
8.02969	-246.52852	199.28587	166.08173	
8.02988	-81.30131	227.30186	284.31042	
8.03008	45.41154	289.49857	531.2052	
8.03027	47.36473	346.0799	657.36871	
8.03047	80.14161	440.50418	533.46356	
8.03066	100.22279	516.31213	460.76846	
8.03086	151.49388	503.67749	469.25259	
8.03105	210.76083	469.80194	310.12909	
8.03125	215.21652	451.30771	567.94946	
8.03145	254.21918	457.59454	786.1568	
8.03164	236.39638	398.14447	638.38617	
8.03184	179.93713	389.2941	565.99628	
8.03203	203.74156	304.3916	489.33377	
8.03223	88.99197	191.5952	510.94089	
8.03242	10.13214	270.27191	474.25763	
8.03262	-249.4583	289.74274	426.09943	
8.03281	-564.47034	366.64938	462.23334	
8.03301	-370.7999	509.90326	469.5578	
8.0332	-163.15195	521.80548	543.47363	
8.0334	131.22958	491.04282	622.33344	
8.03359	181.27995	481.82623	667.37878	
8.03379	71.10812	537.73615	774.01044	
8.03398	216.01001	572.03894	821.13104	
8.03418	217.84113	566.9118	824.48804	
8.03438	297.86066	624.34766	860.49988	
8.03457	273.44583	721.64069	882.47321	
8.03477	172.91788	814.29486	832.05664	
8.03496	211.73741	848.8418	764.24451	
8.03516	246.22333	800.80566	703.87891	
8.03535	320.93265	722.67828	628.5592	
8.03555	318.43011	621.0517	631.48901	
8.03574	224.61623	492.50772	583.26978	
8.03594	197.88202	354.25885	499.0997	
8.03613	214.72823	238.83786	472.0603	
8.03633	175.72557	289.55963	488.23511	
8.03652	90.94516	377.88019	495.3154	
8.03672	89.54131	353.70953	517.22772	
8.03691	78.31049	324.83902	495.13229	
8.03711	-5.85955	360.78983	486.09882	
8.0373	128.23877	431.3486	643.75745	
8.0375	373.72968	352.97708	766.07562	
8.0377	484.32874	359.01974	824.36597	
8.03789	534.86737	465.71246	818.20123	
8.03809	585.52814	469.06949	821.55829	
8.03828	645.89374	571.85583	837.67206	
8.03848	711.69165	605.30414	826.19708	
8.03867	706.07623	584.91772	796.77722	
8.03887	646.38202	537.00372	591.87598	
8.03906	624.04248	519.91333	453.87128	
8.03926	604.38855	491.28696	425.42801	
8.03945	560.74707	451.55188	289.55963	
8.03965	537.67511	405.2858	279.12228	
8.03984	523.27039	330.39337	260.38391	
8.04004	510.20844	429.39542	220.34364	
8.04023	534.68427	157.04825	331.91931	
8.04043	578.0816	238.22748	267.15903	
8.04062	604.08337	676.29016	229.31609	
8.04082	614.58173	636.73816	273.01859	
8.04102	658.40631	630.81757	299.81384	
8.04121	740.44006	702.59711	375.19455	
8.04141	849.87946	754.96686	398.14447	
8.0416	930.57037	708.21252	450.14801	
8.0418	892.84949	645.58856	518.26532	
8.04199	768.02881	573.0766	526.74945	
8.04219	633.19806	427.86951	435.49911	
8.04238	544.20605	291.08554	334.84909	
8.04258	437.69647	217.53593	188.17712	
8.04277	339.79309	187.50572	59.51109	
8.04297	313.18094	75.25864	121.15849	
8.04316	340.22034	-9.46074	172.24646	
8.04336	407.05588	-11.23081	128.1167	
8.04355	443.06772	-17.27348	111.94189	
8.04375	498.00104	-76.6625	132.08411	
8.04395	558.3056	-79.4702	103.7019	
8.04414	610.12604	4.21155	-7.14133	
8.04434	662.98407	0.42726	-67.01865	
8.04453	677.20575	35.52354	10.74252	
8.04473	663.65552	103.51878	141.91107	
8.04492	633.99152	165.53239	209.84528	
8.04512	633.99152	120.24293	234.38216	
8.04531	605.91449	-42.0545	254.95163	
8.04551	567.82739	45.04532	278.51193	
8.0457	482.61972	3.66222	327.64673	
8.0459	284.18835	-39.00266	370.86093	
8.04609	160.95462	-118.77804	361.88849	
8.04629	202.45979	-274.36139	294.38153	
8.04648	237.67815	-32.34962	162.41951	
8.04668	199.40794	18.61629	45.41154	
8.04688	148.5641	-56.15406	62.9902	
8.04707	212.59193	-57.61895	60.73183	
8.04727	160.77151	16.78518	133.30486	
8.04746	37.65984	160.40529	273.62897	
8.04766	49.01273	133.12173	331.67517	
8.04785	-247.74925	136.96707	390.82004	
8.04805	-275.46005	94.85152	428.29675	
8.04824	12.26844	71.59642	521.80548	
8.04844	59.26694	69.46013	588.21375	
8.04863	69.82635	77.76116	603.9613	
8.04883	44.80117	68.97183	601.4588	
8.04902	52.12561	49.56206	535.23364	
8.04922	-19.71496	115.9093	480.54446	
8.04941	-40.40651	40.71169	463.88135	
8.04961	12.32948	26.30696	465.10208	
8.0498	2.62459	38.94162	469.98505	
8.05	-75.99109	27.46666	448.80521	
8.0502	-69.52116	115.78722	425.91632	
8.05039	64.88235	193.97565	467.05527	
8.05059	107.85241	251.41148	464.24756	
8.05078	213.50749	227.8512	456.25171	
8.05098	363.29233	217.10867	454.11542	
8.05117	509.10977	266.24347	436.71988	
8.05137	447.52344	312.02124	529.31305	
8.05156	352.42773	292.30627	630.8786	
8.05176	404.24817	268.13562	696.00513	
8.05195	272.2251	263.55786	748.00867	
8.05215	231.08615	193.42632	761.98615	
8.05234	318.97946	164.00647	698.01935	
8.05254	317.02628	39.42991	565.508	
8.05273	301.15665	107.97449	499.28281	
8.05293	260.50601	-74.15998	511.00192	
8.05312	252.38808	-350.59665	546.34235	
8.05332	308.84732	45.47258	574.72455	
8.05352	388.37854	-31.86132	574.60248	
8.05371	453.19986	-66.46931	565.75214	
8.05391	447.52344	223.0903	491.16489	
8.0541	414.25824	240.11963	430.24994	
8.0543	444.89883	338.9996	550.18768	
8.05449	533.28046	346.56821	653.2182	
8.05469	574.48041	420.23987	731.34558	
8.05488	613.78827	494.03363	795.92273	
8.05508	601.15363	503.43332	776.4519	
8.05527	519.36401	510.08636	825.76984	
8.05547	459.24252	468.52017	811.42615	
8.05566	380.44373	465.71246	675.13049	
8.05586	320.2002	419.81262	516.67834	
8.05605	216.62038	384.47217	299.2645	
8.05625	148.80826	373.24136	46.75436	
8.05645	112.49123	338.69443	66.16413	
8.05664	58.29035	337.41263	267.40317	
8.05684	109.37834	336.68021	313.24197	
8.05703	146.36678	363.5365	220.09949	
8.05723	163.02988	382.33588	171.57506	
8.05742	125.06485	383.80078	255.7451	
8.05762	149.41862	458.26593	306.46686	
8.05781	234.07697	515.45764	344.24878	
8.05801	188.66542	512.71094	299.08139	
8.0582	96.92679	582.35419	369.6402	
8.0584	-5.79852	725.18085	521.50031	
8.05859	108.27967	716.9408	519.36401	
8.05879	272.4082	640.70557	554.5213	
8.05898	338.08405	589.12933	493.72845	
8.05918	304.87991	458.87631	400.03662	
8.05938	198.85861	382.09174	237.12881	
8.05957	250.80112	395.82507	69.82635	
8.05977	304.69681	435.68225	-29.35881	
8.05996	313.54718	394.72641	-205.14542	
8.06016	281.56378	298.22687	-144.53566	
8.06035	273.87311	282.2962	5.79852	
8.06055	329.29471	349.74213	-15.13718	
8.06074	420.23987	487.99097	12.6957	
8.06094	544.99951	546.70856	-25.3914	
8.06113	605.60931	509.96429	-47.4868	
8.06133	608.47803	508.49939	103.27464	
8.06152	661.51923	530.83893	269.05118	
8.06172	739.21936	575.76221	391.43039	
8.06191	751.36572	680.19653	392.65115	
8.06211	758.38495	763.75623	420.42297	
8.0623	699.17908	762.16925	381.17618	
8.0625	577.04401	704.7334	314.70688	
8.0627	473.0369	615.25317	136.11255	
8.06289	368.23633	487.01437	-43.82458	
8.06309	317.27042	357.37173	-107.11996	
8.06328	314.52377	325.44937	-255.13474	
8.06348	298.1048	316.11072	-190.13031	
8.06367	270.21088	287.54541	-146.06158	
8.06387	283.51697	291.81799	-60.85391	
8.06406	329.23367	371.34921	66.16413	
8.06426	367.32077	517.96014	32.71584	
