采样时间：2026-05-30 12:07:29
采样频率：5120Hz
测点描述	<未描述>	<未描述>	<未描述>	
0.01445	-75.86901	-17.94488	-35.76769	
0.01465	-64.82131	-33.32621	-66.22517	
0.01484	-94.36323	-44.6791	-68.23939	
0.01504	-131.96204	-49.98932	-82.33894	
0.01523	-128.84915	-46.8154	-57.31376	
0.01543	-129.21536	-27.58873	-30.21332	
0.01562	-90.57893	12.51259	-1.22074	
0.01582	-28.01599	47.79198	15.32029	
0.01602	22.0954	74.70931	-0.73244	
0.01621	68.4225	102.35908	31.86132	
0.01641	109.37834	110.72115	72.8782	
0.0166	142.4604	143.00974	109.37834	
0.0168	159.67284	170.04913	174.07758	
0.01699	127.87255	176.70216	196.35609	
0.01719	41.07792	145.45122	181.2189	
0.01738	-13.79437	79.83642	149.84589	
0.01758	-41.26102	32.22755	85.02457	
0.01777	-68.66665	-31.80029	7.62963	
0.01797	-76.41835	-68.9108	-59.38902	
0.01816	-99.73449	-108.829	-76.35731	
0.01836	-123.53893	-123.53893	-96.6216	
0.01855	-130.98544	-94.85152	-89.96857	
0.01875	-109.37834	-94.66842	-46.51021	
0.01895	-76.35731	-31.12888	-46.57125	
0.01914	-59.45006	27.34459	-35.03525	
0.01934	-15.93066	58.0462	-5.49333	
0.01953	26.30696	87.40501	16.90726	
0.01973	61.22013	100.03967	33.44829	
0.01992	110.9653	144.16943	76.90665	
0.02012	141.72795	171.20883	140.93448	
0.02031	117.74041	197.0275	168.95047	
0.02051	81.05716	193.60942	184.57594	
0.0207	79.40916	99.24619	141.91107	
0.0209	51.08799	15.62548	31.43406	
0.02109	3.90637	-22.64473	-48.21925	
0.02129	-38.81955	-70.00946	-72.63406	
0.02148	-112.85744	-70.19257	-59.20591	
0.02168	-159.97803	-54.26191	-54.62813	
0.02188	-114.99374	-14.77096	-57.67998	
0.02207	-91.31138	40.83377	-58.5345	
0.02227	-70.74191	29.41984	-54.93332	
0.02246	-29.48088	15.13718	-15.5034	
0.02266	-24.59792	23.19407	14.52681	
0.02285	11.536	55.60472	37.53777	
0.02305	45.04532	104.61745	84.17005	
0.02324	96.49953	151.67699	132.99966	
0.02344	127.68945	180.30336	158.33003	
0.02363	161.07669	208.01416	161.99225	
0.02383	179.44884	185.73564	170.72054	
0.02402	107.05893	135.44115	144.23047	
0.02422	-0.42726	103.57982	59.20591	
0.02441	-130.25301	44.37391	-10.19318	
0.02461	-171.45299	-18.25007	-33.87555	
0.0248	-141.789	-55.2385	-30.57955	
0.025	-112.06396	-32.34962	-35.70666	
0.0252	-88.50368	-29.41984	-45.65569	
0.02539	-82.82723	-20.26429	-38.45332	
0.02559	-76.23524	8.48415	-48.21925	
0.02578	-50.90487	4.02844	-50.05035	
0.02598	-22.21747	23.62133	3.7843	
0.02617	6.28681	64.94339	61.8305	
0.02637	62.56295	98.2696	91.25034	
0.02656	106.26545	117.069	128.23877	
0.02676	160.40529	168.76736	160.34425	
0.02695	196.96646	195.68468	199.28587	
0.02715	161.50395	159.55077	212.22571	
0.02734	109.8056	89.35819	160.1001	
0.02754	47.85302	8.05689	91.43346	
0.02773	16.96829	4.02844	47.85302	
0.02793	-24.84207	5.79852	28.56532	
0.02812	-82.7662	-17.02933	-11.16977	
0.02832	-76.78457	-27.0394	-82.33894	
0.02852	-86.36738	-50.23347	-107.79137	
0.02871	-91.18931	-39.2468	-61.40324	
0.02891	-86.36738	0.79348	-27.46666	
0.0291	-57.61895	27.89392	-6.83615	
0.0293	-4.08948	57.80206	1.03763	
0.02949	8.24	91.37241	5.24918	
0.02969	47.12058	113.83404	46.44917	
0.02988	94.66842	148.86929	106.63168	
0.03008	133.12173	175.78662	137.63847	
0.03027	170.72054	196.35609	142.52144	
0.03047	185.18631	200.38454	175.72557	
0.03066	138.73714	137.39433	188.84854	
0.03086	48.82962	67.69006	123.661	
0.03105	-26.61214	25.14725	50.35554	
0.03125	-90.94516	1.58696	-4.82192	
0.03145	-107.11996	-9.27763	-79.4702	
0.03164	-117.67937	-42.35969	-80.99612	
0.03184	-130.74129	-46.20502	-61.34221	
0.03203	-140.87344	-50.72176	-75.93005	
0.03223	-129.27641	-63.41746	-39.12473	
0.03242	-65.24857	-61.58635	-17.27348	
0.03262	-32.83792	-39.12473	-6.34785	
0.03281	-8.42311	27.34459	28.44325	
0.03301	24.2317	49.98932	62.62398	
0.0332	78.55464	112.06396	110.59908	
0.0334	147.28233	168.03491	173.58928	
0.03359	173.71135	147.77063	203.25328	
0.03379	173.52824	146.18365	197.57683	
0.03398	142.58247	101.50456	185.79669	
0.03418	63.84472	48.15821	136.47878	
0.03438	-19.9591	5.18815	60.30457	
0.03457	-48.03613	-45.59465	-20.9357	
0.03477	-60.97598	-70.00946	-62.62398	
0.03496	-90.57893	-101.87078	-75.68591	
0.03516	-127.62841	-100.65005	-82.94931	
0.03535	-158.9404	-76.6625	-31.18992	
0.03555	-127.32322	-66.95761	-0.06104	
0.03574	-74.83138	-36.25599	-8.60622	
0.03594	-34.73006	7.62963	-8.48415	
0.03613	32.04443	59.32798	1.95318	
0.03633	69.94843	73.61064	52.00354	
0.03652	96.07227	99.49034	83.07138	
0.03672	116.76382	171.02573	110.53804	
0.03691	119.51048	188.84854	145.26811	
0.03711	119.26633	193.24319	177.67876	
0.0373	90.15168	173.65031	198.98068	
0.0375	42.72591	83.37657	126.83492	
0.0377	-42.35969	22.5837	27.40562	
0.03789	-99.00204	-29.05362	-38.20918	
0.03809	-132.14514	-79.40916	-66.46931	
0.03828	-164.5558	-82.33894	-69.94843	
0.03848	-156.13269	-75.0145	-53.22428	
0.03867	-135.07492	-37.29362	-46.3271	
0.03887	-92.6542	-0.18311	-59.32798	
0.03906	-65.18754	0.85452	-43.82458	
0.03926	-36.62221	13.48918	-38.0871	
0.03945	0.36622	25.02518	-15.19822	
0.03965	28.38221	7.50755	29.35881	
0.03984	49.1348	39.91821	76.54042	
0.04004	51.21006	119.81567	133.0607	
0.04023	96.98782	163.45714	181.82928	
0.04043	132.93863	188.05505	203.68053	
0.04062	110.9653	146.61092	215.8269	
0.04082	80.75198	60.91494	168.88943	
0.04102	31.06784	6.53096	31.31199	
0.04121	-28.62636	-26.49007	-41.93243	
0.04141	-45.04532	-61.15909	-58.22932	
0.0416	-53.10221	-90.39583	-54.50606	
0.0418	-111.94189	-62.68502	-36.74429	
0.04199	-117.92352	-34.48592	-59.63317	
0.04219	-61.03702	-24.10962	-53.16324	
0.04238	-52.91909	-23.31614	-30.82369	
0.04258	-43.88562	-25.69658	-37.78191	
0.04277	-38.33125	10.5594	-7.08029	
0.04297	-4.57778	58.96176	62.74606	
0.04316	63.53954	114.50545	107.54723	
0.04336	100.46693	159.85596	137.88263	
0.04355	146.42781	185.85773	169.86603	
0.04375	176.82425	198.85861	195.01328	
0.04395	162.48055	178.96054	208.68556	
0.04414	81.30131	80.14161	148.31996	
0.04434	-3.66222	-15.68651	64.39406	
0.04453	-78.9819	-24.84207	16.05274	
0.04473	-101.0773	-40.58962	-7.01926	
0.04492	-61.34221	-38.94162	-20.9357	
0.04512	-66.46931	-22.70577	-60.48769	
0.04531	-69.15495	-41.07792	-71.16917	
0.04551	-70.55879	-50.05035	-63.23435	
0.0457	-70.0705	-51.88147	-33.81451	
0.0459	-52.79702	-5.92059	-5.31022	
0.04609	-29.90814	38.88058	4.51674	
0.04629	11.84118	43.51939	54.87228	
0.04648	51.39317	80.75198	80.56886	
0.04668	87.95435	135.74632	111.69775	
0.04688	117.49626	159.36766	145.87848	
0.04707	133.91522	155.33922	148.381	
0.04727	144.16943	136.90604	184.3318	
0.04746	85.20768	108.40175	157.7807	
0.04766	-6.16474	75.44176	84.53627	
0.04785	-68.60561	21.24088	36.13391	
0.04805	-97.59819	-20.75259	-14.09955	
0.04824	-96.80471	-42.5428	-62.3188	
0.04844	-102.66427	-41.56621	-86.00116	
0.04863	-98.63583	-54.5671	-66.89658	
0.04883	-111.57567	-51.02695	-53.83465	
0.04902	-129.76471	-11.10874	-40.77273	
0.04922	-96.80471	1.70904	-22.76681	
0.04941	-41.56621	30.39643	1.03763	
0.04961	-3.23496	61.15909	9.52178	
0.0498	66.10309	69.70428	31.25095	
0.05	125.98041	80.26368	84.78042	
0.0502	145.87848	109.43938	108.03552	
0.05039	175.1152	147.03818	131.96204	
0.05059	131.59581	167.05832	162.72469	
0.05078	56.45924	120.12085	151.73802	
0.05098	5.85955	71.04709	86.06219	
0.05117	-10.43733	33.87555	17.88385	
0.05137	-11.10874	-18.86044	-42.11554	
0.05156	-61.46428	-50.41658	-78.18842	
0.05176	-111.14841	-86.24531	-85.69598	
0.05195	-121.58574	-98.7579	-94.24116	
0.05215	-112.55226	-69.27702	-59.32798	
0.05234	-83.86486	-37.84295	-13.48918	
0.05254	-35.82873	0.36622	-6.04267	
0.05273	0.06104	36.68325	-12.08533	
0.05293	33.32621	51.02695	7.93481	
0.05313	58.5345	84.17005	44.92324	
0.05332	113.34574	96.98782	81.11819	
0.05352	153.26396	115.05478	119.93774	
0.05371	167.36351	130.25301	173.03995	
0.05391	165.7155	117.49626	194.21979	
0.0541	91.43346	119.38841	152.65358	
0.0543	39.7351	66.16413	122.19611	
0.05449	-3.72326	-3.11289	31.18992	
0.05469	-55.54369	-79.71435	-62.92916	
0.05488	-89.78545	-168.27907	-93.08145	
0.05508	-156.13269	-149.78485	-96.25538	
0.05527	-217.658	-134.03729	-53.22428	
0.05547	-168.27907	-112.18604	-40.52858	
0.05566	-110.17182	-28.1991	-43.64147	
0.05586	-83.43761	16.29688	-25.94073	
0.05605	-21.11881	47.79198	-15.9917	
0.05625	20.99673	54.62813	16.35792	
0.05645	47.18161	72.38991	47.9751	
0.05664	55.17746	86.67257	69.39909	
0.05684	75.56383	119.32737	124.75967	
0.05703	121.95197	155.58336	157.7807	
0.05723	141.23965	155.27818	178.47224	
0.05742	97.29301	146.48885	154.05743	
0.05762	12.2074	88.07642	86.06219	
0.05781	-82.64413	15.68651	0.4883	
0.05801	-124.51552	-46.26606	-53.83465	
0.0582	-109.13419	-74.22102	-29.11466	
0.0584	-115.66515	-96.49953	-39.2468	
0.05859	-127.26218	-72.57301	-43.76354	
0.05879	-110.78219	-46.20502	-47.91406	
0.05898	-88.32056	-28.74844	-63.60057	
0.05918	-55.29954	16.05274	-32.95999	
0.05938	-16.11377	2.01422	12.57363	
0.05957	-4.51674	13.184	18.86044	
0.05977	11.84118	33.99762	33.6314	
0.05996	53.34636	60.42665	93.69183	
0.06016	110.29389	118.65597	126.10248	
0.06035	157.35344	151.49388	154.72884	
0.06055	172.67372	167.36351	171.81921	
0.06074	118.16767	127.38426	165.59343	
0.06094	43.82458	20.50844	104.3733	
0.06113	4.39467	-30.21332	45.59465	
0.06133	-41.62725	-46.38813	14.95407	
0.06152	-65.24857	-73.91583	-26.73421	
0.06172	-70.92502	-75.13657	-42.60384	
0.06191	-90.27375	-74.15998	-73.91583	
0.06211	-110.53804	-44.31288	-53.16324	
0.0623	-91.61656	-46.3271	-33.32621	
0.0625	-48.52443	-39.97925	-43.15317	
0.0627	-34.18073	-0.85452	-23.37718	
0.06289	-30.45747	13.91644	5.18815	
0.06309	14.89303	50.47762	63.66161	
0.06328	60.60976	102.90842	95.9502	
0.06348	82.88828	132.3893	123.17271	
0.06367	146.12262	165.10513	154.72884	
0.06387	163.64024	182.92795	199.16379	
0.06406	97.96442	131.22958	211.73741	
0.06426	43.45836	84.23109	158.75729	
0.06445	-9.52178	49.25687	91.0062	
0.06465	-55.05539	17.70074	-3.7843	
0.06484	-83.25449	-25.63555	-39.06369	
0.06504	-92.95938	-49.01273	-57.55791	
0.06523	-108.1576	-42.90902	-91.12827	
0.06543	-110.17182	-68.30042	-77.76116	
0.06562	-76.54042	-84.96353	-54.26191	
0.06582	-75.68591	-67.20176	-38.81955	
0.06602	-83.43761	-22.88888	-26.12384	
0.06621	-52.67495	8.17896	-5.92059	
0.06641	13.48918	43.09214	22.5837	
0.0666	49.25687	73.06131	67.44591	
0.0668	86.12323	109.92767	100.65005	
0.06699	138.85922	151.24973	133.2438	
0.06719	184.14868	180.60854	175.66454	
0.06738	161.87018	179.14365	200.44557	
0.06758	73.24442	90.15168	183.11105	
0.06777	-0.30519	48.15821	91.79967	
0.06797	-65.49272	28.56532	-8.60622	
0.06816	-63.72265	-51.21006	-84.17005	
0.06836	-71.53539	-86.36738	-103.45775	
0.06855	-113.773	-110.23286	-80.87405	
0.06875	-167.11935	-104.8616	-76.23524	
0.06895	-172.36855	-44.74014	-68.23939	
0.06914	-108.27967	-24.78103	-54.99435	
0.06934	-82.58308	-6.04267	-30.45747	
0.06953	-32.71584	45.47258	-18.25007	
0.06973	14.832	71.96265	10.13214	
0.06992	46.02191	71.65746	56.45924	
0.07012	70.37569	106.75375	97.59819	
0.07031	89.23612	162.29744	143.49803	
0.07051	136.17358	155.52232	187.93298	
0.0707	118.10663	135.50218	227.42393	
0.0709	79.83642	119.75463	184.94217	
0.07109	19.71496	60.54872	70.31464	
0.07129	-49.43999	14.22163	-27.95495	
0.07148	-95.52293	-27.58873	-65.06546	
0.07168	-127.75048	-94.05804	-79.04294	
0.07188	-124.27137	-114.62753	-111.4536	
0.07207	-163.45714	-68.36146	-101.32145	
0.07227	-160.40529	-44.6791	-50.84384	
0.07246	-130.13092	-38.45332	-26.18488	
0.07266	-121.21952	-21.17985	-24.47585	
0.07285	-61.46428	6.592	-5.92059	
0.07305	24.17066	36.50014	8.24	
0.07324	52.24769	39.97925	46.8154	
0.07344	64.63821	68.78872	96.86575	
0.07363	109.3173	118.28974	125.91937	
0.07383	143.80322	184.8201	170.53743	
0.07402	169.37773	197.94305	182.31758	
0.07422	138.85922	103.09152	167.66869	
0.07441	78.49361	-1.52593	100.34486	
0.07461	3.66222	-63.4785	16.96829	
0.0748	-58.29035	-77.3339	-29.8471	
0.075	-99.9176	-70.92502	-66.46931	
0.0752	-131.901	-93.56975	-58.41243	
0.07539	-139.34752	-92.77627	-33.50932	
0.07559	-126.957	-61.76946	-35.76769	
0.07578	-84.4142	-31.67821	-49.01273	
0.07598	-50.47762	12.87881	-56.3982	
0.07617	9.15555	10.13214	-46.3271	
0.07637	18.12799	18.61629	8.85037	
0.07656	17.76177	57.67998	45.53362	
0.07676	94.11908	97.84234	83.13242	
0.07695	119.14426	160.46632	135.50218	
0.07715	140.14099	185.43047	167.66869	
0.07734	165.95966	183.59935	205.20645	
0.07754	148.07581	148.44203	164.5558	
0.07773	92.34901	67.32383	74.70931	
0.07793	13.06192	21.66814	28.32118	
0.07812	-68.66665	-0.30519	-1.52593	
0.07832	-97.17094	-26.12384	-31.9834	
0.07852	-69.64324	-45.28947	-50.96591	
0.07871	-88.80886	-38.75851	-57.92413	
0.07891	-94.24116	-41.68829	-64.69924	
0.0791	-69.33805	-74.70931	-74.28205	
0.0793	-54.5671	-40.8948	-97.47612	
0.07949	-23.2551	11.84118	-65.24857	
0.07969	10.5594	10.5594	6.71407	
0.07988	27.34459	20.50844	28.93155	
0.08008	47.05954	95.70605	62.07465	
0.08027	101.01627	154.78989	95.33982	
0.08047	134.40352	151.12766	144.23047	
0.08066	141.97211	146.06158	181.0358	
0.08086	125.61418	128.54396	172.30751	
0.08105	61.58635	88.50368	133.7321	
0.08125	5.12711	60.48769	72.38991	
0.08145	-35.03525	32.77688	34.18073	
0.08164	-81.11819	-3.84533	-19.89807	
0.08184	-115.97034	-54.0788	-37.23258	
0.08203	-116.94693	-89.84649	-43.15317	
0.08223	-108.40175	-69.94843	-79.89746	
0.08242	-99.79552	-53.83465	-98.20856	
0.08262	-92.71523	-42.23762	-52.12561	
0.08281	-80.81301	-21.30192	21.85125	
0.08301	-48.89065	-0.73244	21.66814	
0.0832	3.11289	43.94666	10.74252	
0.0834	67.44591	67.50694	55.36058	
0.08359	91.37241	109.62248	118.35078	
0.08379	110.11078	156.25478	161.74809	
0.08398	132.5724	151.67699	197.45476	
0.08418	96.6216	117.98456	227.60704	
0.08438	35.58458	58.47346	205.20645	
0.08457	-1.09867	35.70666	148.74721	
0.08477	-35.2794	16.90726	28.99258	
0.08496	-71.2302	-9.70489	-103.64086	
0.08516	-99.36826	-47.54784	-87.64916	
0.08535	-111.20945	-98.45271	-70.19257	
0.08555	-116.27552	-100.16175	-106.75375	
0.08574	-106.14338	-63.90576	-75.13657	
0.08594	-61.70843	-31.18992	-32.77688	
0.08613	-59.81628	1.22074	-25.57451	
0.08633	-37.84295	32.53273	-5.98163	
0.08652	20.08118	30.27436	57.67998	
0.08672	62.44087	68.05627	69.70428	
0.08691	133.79315	118.65597	51.33213	
0.08711	156.86514	138.55403	100.589	
0.0873	173.34514	159.73387	168.46217	
0.0875	163.09091	158.14691	200.20142	
0.0877	76.05212	135.80737	171.69713	
0.08789	50.2945	50.53865	105.71612	
0.08809	41.99347	-19.59288	15.9917	
0.08828	0.18311	-9.03348	-59.38902	
0.08848	-54.99435	-65.1265	-78.67672	
0.08867	-105.59404	-87.58812	-89.11404	
0.08887	-125.49211	-53.83465	-82.03375	
0.08906	-106.69271	-78.37153	-58.47346	
0.08926	-73.85479	-44.92324	-48.46339	
0.08945	-52.30872	-6.77511	-33.69244	
0.08965	5.31022	10.49837	-4.02844	
0.08984	40.95584	50.05035	18.06696	
0.09004	55.11643	81.66753	21.11881	
0.09023	89.35819	101.5656	91.79967	
0.09043	119.99878	129.88678	177.49565	
0.09063	152.10425	162.05328	195.31847	
0.09082	130.61922	143.37596	198.06512	
0.09102	50.59969	130.19196	156.01062	
0.09121	-22.27851	83.49864	70.61983	
0.09141	-38.0871	-0.67141	-10.74252	
0.0916	-57.43583	-60.12146	-44.25184	
0.0918	-127.32322	-86.55049	-53.71258	
0.09199	-158.87936	-66.71346	-71.10812	
0.09219	-125.00381	-49.50102	-50.35554	
0.09238	-60.79287	-10.80355	-14.03851	
0.09258	-33.81451	7.32444	-24.29273	
0.09277	-21.42399	5.67644	-30.15229	
0.09297	-1.1597	14.3437	-13.36711	
0.09316	5.92059	16.05274	19.59288	
0.09336	9.94903	55.42161	67.38487	
0.09355	31.55614	84.53627	120.12085	
0.09375	76.11316	100.95523	164.86099	
0.09395	105.22782	156.31581	174.9321	
0.09414	141.05655	178.47224	206.18304	
0.09434	113.34574	110.78219	186.52913	
0.09453	43.58043	6.77511	105.04471	
0.09473	-31.86132	-57.31376	22.21747	
0.09492	-107.6693	-58.29035	-21.97333	
0.09512	-95.21775	-72.63406	-22.0954	
0.09531	-71.16917	-71.59642	-62.19672	
0.09551	-77.8222	-51.02695	-61.8305	
0.0957	-69.76531	-69.21598	-21.36296	
0.0959	-75.44176	-53.71258	-43.0311	
0.09609	-94.66842	-9.3997	-40.34547	
0.09629	-60.30457	-15.32029	7.50755	
0.09648	3.66222	-8.72829	48.58547	
0.09668	50.7828	40.34547	83.74279	
0.09688	101.38249	72.38991	93.87493	
0.09707	135.50218	105.71612	134.58662	
0.09727	152.04321	129.21536	178.71638	
0.09746	163.82336	105.89923	165.59343	
0.09766	116.3976	99.85656	152.40944	
0.09785	61.58635	97.35404	121.40263	
0.09805	21.85125	29.8471	52.85806	
0.09824	-48.82962	14.77096	4.57778	
0.09844	-99.42931	-3.90637	-44.98428	
0.09863	-100.83315	-37.35466	-87.34397	
0.09883	-85.26871	-34.73006	-82.09479	
0.09902	-95.64501	-61.22013	-83.49864	
0.09922	-99.24619	-54.75021	-77.39494	
0.09941	-101.50456	-31.00681	-52.67495	
0.09961	-73.61064	4.51674	-22.33955	
0.0998	-4.76089	39.06369	23.19407	
0.1	24.65896	80.81301	39.18576	
0.1002	64.82131	130.86337	72.75613	
0.10039	133.36589	130.19196	111.94189	
0.10059	171.1478	126.4687	148.19788	
0.10078	164.67787	150.70039	201.17801	
0.10098	102.11493	130.55818	201.78839	
0.10117	-8.36207	67.99524	180.3644	
0.10137	-33.57036	7.62963	119.99878	
0.10156	-11.59703	-32.59377	44.55702	
0.10176	-57.74102	-49.43999	-0.97659	
0.10195	-81.97272	-63.60057	-38.0871	
0.10215	-97.84234	-63.4785	-56.64235	
0.10234	-107.85241	-57.98517	-53.22428	
0.10254	-100.52797	-44.49599	-40.10132	
0.10273	-71.47435	-33.57036	-11.59703	
0.10293	-38.45332	-4.33363	28.62636	
0.10312	-17.51762	30.76266	40.65065	
0.10332	42.5428	64.51613	55.29954	
0.10352	95.33982	122.5013	70.86398	
0.10371	150.57832	147.64854	127.20115	
0.10391	171.69713	160.16113	187.62779	
0.1041	155.76648	185.61357	199.46898	
0.1043	122.13508	168.21802	214.17889	
0.10449	54.87228	101.99286	180.0592	
0.10469	-3.41807	64.08887	96.74368	
0.10488	-46.20502	-0.67141	3.35704	
0.10508	-95.82812	-71.10812	-61.64739	
0.10527	-145.26811	-104.55641	-100.83315	
0.10547	-147.28233	-151.00558	-92.77627	
0.10566	-155.64439	-122.92856	-70.92502	
0.10586	-142.4604	-75.80798	-64.39406	
0.10605	-120.24293	-44.49599	-39.79613	
0.10625	-111.20945	-18.98251	-39.12473	
0.10645	-34.48592	-19.34874	-13.67229	
0.10664	32.6548	15.32029	31.43406	
0.10684	68.66665	52.91909	59.20591	
0.10703	92.71523	82.46101	102.17597	
0.10723	101.38249	115.78722	144.04736	
0.10742	121.5247	147.28233	183.59935	
0.10762	108.6459	174.32173	197.27165	
0.10781	93.3256	120.91434	155.64439	
0.10801	56.64235	23.56029	55.42161	
0.1082	-26.73421	-26.12384	-55.42161	
0.1084	-83.74279	-44.1908	-66.7745	
0.10859	-119.75463	-62.50191	-58.59554	
0.10879	-120.85329	-73.00027	-60.06042	
0.10898	-90.94516	-57.67998	-43.0311	
0.10918	-57.43583	-29.96918	-62.37983	
0.10938	-37.53777	-15.5034	-85.51286	
0.10957	-10.5594	-2.56355	-69.5822	
0.10977	1.28178	14.58785	-4.33363	
0.10996	7.20237	44.1908	37.17154	
0.11016	42.66488	75.31968	72.57301	
0.11035	61.34221	115.48204	113.04056	
0.11055	101.01627	180.48647	152.3484	
0.11074	162.17535	183.23312	188.17712	
0.11094	187.01743	167.36351	186.28499	
0.11113	121.89093	114.01715	144.47462	
0.11133	53.34636	14.46577	73.06131	
0.11152	15.86963	-20.87466	37.72088	
0.11172	-71.53539	-25.3914	-4.39467	
0.11191	-107.97449	-23.13303	-29.78607	
0.11211	-92.59315	-14.58785	-24.9031	
0.1123	-101.74871	-0.79348	-52.24769	
0.1125	-102.7253	-1.83111	-67.62902	
0.1127	-76.96768	-13.24503	-88.99197	
0.11289	-58.10724	-9.46074	-88.38161	
0.11309	-55.48265	11.71911	-36.86636	
0.11328	-23.92651	54.0788	21.97333	
0.11348	25.14725	106.08234	94.18012	
0.11367	79.65331	161.44292	113.10159	
0.11387	140.01892	180.85269	120.91434	
0.11406	180.91373	184.57594	149.41862	
0.11426	166.50899	190.80173	164.73891	
0.11445	108.52382	134.46455	173.46721	
0.11465	25.20829	60.06042	121.64678	
0.11484	-68.97183	-1.52593	55.42161	
0.11504	-79.22605	-28.1991	-0.24415	
0.11523	-68.48354	-12.2074	-32.6548	
0.11543	-82.03375	-2.50252	-71.16917	
0.11562	-91.49449	0	-91.31138	
0.11582	-109.07315	-19.83703	-61.8305	
0.11602	-117.069	-20.20325	-49.56206	
0.11621	-121.40263	13.55022	-26.24592	
0.11641	-75.25864	31.43406	17.39555	
0.1166	-26.97836	56.27613	43.0311	
0.1168	13.12296	84.17005	57.25272	
0.11699	92.71523	90.63998	80.87405	
0.11719	158.63521	121.64678	118.65597	
0.11738	182.13446	151.55492	168.46217	
0.11758	179.08261	177.86188	186.95639	
0.11777	137.5164	137.88263	174.50484	
0.11797	39.7351	40.46754	137.02811	
0.11816	-51.02695	-3.35704	101.01627	
0.11836	-85.51286	-21.42399	43.27525	
0.11855	-89.23612	-41.13895	-40.46754	
0.11875	-104.25123	-80.50783	-76.1742	
0.11895	-123.96619	-110.9653	-75.19761	
0.11914	-126.40767	-101.5656	-65.67583	
0.11934	-113.46782	-55.66576	-61.95258	
0.11953	-88.68679	-53.5905	-35.03525	
0.11973	-53.89569	-27.34459	-6.46992	
0.11992	-2.56355	44.98428	6.40889	
0.12012	66.2862	42.35969	45.8388	
0.12031	111.88086	59.57213	90.33479	
0.12051	149.5407	117.61833	120.67019	
0.1207	173.10098	129.45952	145.20706	
